nombre_completo,DGC,BTC,EVC,PRC,degree,clustering
Eduardo Molina Canto,0.0014820303816228233,4.257129524676383e-06,2.520616904527456e-16,0.0005191426011085404,4,0.3333333333333333
Marcelo Boeri Carranza,0.0003705075954057058,0.0,4.820493538231071e-17,0.00012914427849257452,1,0.0
Ricardo Tapia Apati,0.0014820303816228233,5.493070354421139e-07,5.3040275249419594e-08,0.00044149335007594094,4,0.6666666666666666
Alvaro Cañete Molina,0.002593553167839941,0.0017308664686781008,5.957675367936527e-07,0.0005477834603381224,7,0.3333333333333333
Cristian Salas Sanchez,0.0011115227862171174,0.000347162046399416,4.660180665014732e-08,0.0004172625960202936,3,0.3333333333333333
Alejandra Gonzalez Vasquez,0.0003705075954057058,0.0,3.2103570656197263e-33,0.00037037037037037035,1,0.0
Bernabe Santelices Gonzalez,0.0003705075954057058,0.0,3.2103570656197263e-33,0.00037037037037037035,1,0.0
Ricardo Armisen Yañez,0.0014820303816228233,0.0026545788413053386,9.377956920663362e-06,0.0005039394810915001,4,0.5
Julio Tapia Pineda,0.0011115227862171174,0.000347162046399416,1.3471055221781201e-06,0.0003493891490781608,3,0.3333333333333333
Paulette Conget Molina,0.0011115227862171174,0.0,3.1702018571818716e-07,0.0002874397245520654,3,1.0
Eduardo Ezquer Romero,0.0029640607632456465,0.001556141055821222,3.5429158050692005e-06,0.0007964375119463765,8,0.39285714285714285
Eduardo Ezquer ,0.001852537977028529,1.831023451473713e-06,5.739018483505727e-07,0.0004899091255951266,5,0.5
Maria Valenzuela Pedevila,0.002593553167839941,4.5775586286842823e-08,0.0010417663083435642,0.00045524315027174354,7,0.9523809523809523
Jorge Gamonal Aravena,0.004075583549462764,0.0003085545654381183,0.001162031702835156,0.0004714206404761682,11,0.5818181818181818
Carlos Garrido Flores,0.003705075954057058,0.0048673224778048195,0.0010614112265032408,0.0006184340425471217,10,0.5111111111111111
Rolando Vernal Astudillo,0.005928121526491293,0.013723055261052693,0.007183683071792992,0.0009621621579613737,16,0.39166666666666666
Rodolfo Paredes Esparza,0.00444609114486847,0.005097280193617378,0.001089160470559528,0.0008211080036647532,12,0.3787878787878788
Denisse Bravo Rodriguez,0.005187106335679882,0.0016900161988533339,0.001471912161112288,0.0009552678798655299,14,0.45054945054945056
Emma Hernandez Rios,0.007780659503519822,0.004244660648099803,0.0016393751566248233,0.0014209531258702448,21,0.3047619047619048
Maria Catrileo Chiguailaf,0.0014820303816228233,7.415644978468538e-06,1.7636062463184586e-18,0.0004678129829643996,4,0.3333333333333333
Juan Skewes Vodanovic,0.0011115227862171174,3.0211886949316264e-06,5.807753440593887e-19,0.0004200547539669452,3,0.3333333333333333
Maria Poblete Segu,0.0007410151908114116,0.0,5.544997525326434e-19,0.00027413893730346807,2,1.0
Jorge Vergara Estevez,0.0007410151908114116,0.000347162046399416,2.769279595047625e-19,0.0003227441504468006,2,0.0
Raul Villarroel Soto,0.0014820303816228233,0.0006937747857633899,3.459131506802724e-18,0.0004867209317508209,4,0.5
Gerald Zapata Torres,0.002593553167839941,0.001969817779661623,5.025493375103391e-06,0.0006453539837781798,7,0.3333333333333333
Carolina Jullian Matthaei,0.002223045572434235,0.0022076037323451613,5.123660360263039e-06,0.0005988146934630972,6,0.4
Christian Gonzalez Billault,0.0007410151908114116,0.0,0.0007449141911091768,0.00015958040230421315,2,1.0
Brigitte Van Zundert Mathyssen,0.002223045572434235,0.0014436805991240584,0.005245115201903534,0.00042910514959871833,6,0.3333333333333333
Francisca Bronfman Caceres,0.0014820303816228233,0.0001630743712499333,0.005182249508198144,0.00030526217496690586,4,0.6666666666666666
Hernan Lara Peñaloza,0.0007410151908114116,0.0,0.001341233728305335,0.000255866146758902,2,1.0
Alfonso Paredes Vargas,0.0014820303816228233,0.0013853523433850112,0.0013554413852684612,0.0003883058386117405,4,0.3333333333333333
Sergio Moya Duran,0.0003705075954057058,0.0,3.2103570656197263e-33,0.00037037037037037035,1,0.0
Pedro Aguirre Alvarez,0.0003705075954057058,0.0,3.2103570656197263e-33,0.00037037037037037035,1,0.0
Patricia Burgos Hitschfeld,0.0007410151908114116,0.0020747326728648642,0.0009769108624693359,0.00015802396531392843,2,0.0
Nibaldo Inestrosa Cantin,0.002223045572434235,0.0024185988770516276,0.013603493226222502,0.00028925335799728953,6,0.6666666666666666
Maria Fernandez Garay,0.001852537977028529,9.155117257368565e-07,4.4994857172066125e-05,0.0005443319635967562,5,0.8
Andronico Neira Carrillo,0.003334568358651352,0.003105598876044565,0.00046038790665188343,0.0007187595223376374,9,0.3888888888888889
Jose Arias Bautista,0.001852537977028529,9.155117257368565e-07,4.4994857172066125e-05,0.0005443319635967562,5,0.8
Daniela Seelenfreund Hirsch,0.002593553167839941,0.00023089205723084437,2.5634710451726133e-07,0.0005218636024781919,7,0.7142857142857143
Sergio Lobos Camus,0.0014820303816228233,0.0,5.934320464579141e-08,0.00025832507309330767,4,1.0
Gloria Rojas Villegas,0.002593553167839941,0.00023089205723084437,2.5634710451726133e-07,0.0005218636024781919,7,0.7142857142857143
Antonio Rivera Hutinel,0.0014820303816228233,0.0,5.934320464579141e-08,0.00025832507309330767,4,1.0
Andrea Seelenfreund Hirsch,0.002593553167839941,0.00023089205723084437,2.5634710451726133e-07,0.000521863602478192,7,0.7142857142857143
Mauricio Ebensperger Gonzalez,0.0011115227862171174,0.0,0.0015167365636125038,0.0001886862696803396,3,1.0
Antonio Piottante Becker,0.0011115227862171174,0.0,0.0015167365636125038,0.0001886862696803396,3,1.0
Maria Lardone ,0.0029640607632456465,0.0003466127393639739,0.00985401260551412,0.000421744032697433,8,0.6428571428571429
Maria Castro Galvez,0.0029640607632456465,0.0003466127393639739,0.00985401260551412,0.000421744032697433,8,0.6428571428571429
Nicolas Yutronic Saez,0.001852537977028529,0.002538652693258741,0.00028825470556860993,0.0005230943769431237,5,0.7
Maria Valenzuela Valdes,0.002593553167839941,0.006575561039759343,0.00035738032308453723,0.0005654469152304649,7,0.23809523809523808
Carlos Diaz Valenzuela,0.001852537977028529,0.002538652693258741,0.00028825470556860993,0.0004761161103470095,5,0.7
Mario Penna Varela,0.0007410151908114116,2.7465351772105695e-07,3.397377893771704e-30,0.0005279052205604295,2,0.0
Maria Labra Lillo,0.0003705075954057058,0.0,2.4023089469392418e-30,0.0002916029452753407,1,0.0
Mario Rosemblatt Silber,0.0014820303816228233,0.0006757829806695774,6.581175712352338e-05,0.0004339385543814787,4,0.5
Jorge Martinez Winkler,0.002223045572434235,0.0009218185914170411,0.0008486547046075264,0.0004493802357807595,6,0.5333333333333333
Leonardo Bronfman Aguilo,0.0007410151908114116,0.0,5.174423847524279e-26,0.00029925573154615444,2,1.0
Nelson Padilla ,0.0007410151908114116,0.0,5.174423847524279e-26,0.00042786583937651755,2,1.0
Gaspar Galaz Lladser,0.0011115227862171174,5.493070354421139e-07,6.054523420063667e-26,0.000576233933908678,3,0.3333333333333333
Luis Moraga Jaramillo,0.0003705075954057058,0.0,3.2103570656197263e-33,0.00037037037037037035,1,0.0
Raul Muñoz Alvarado,0.0003705075954057058,0.0,3.2103570656197263e-33,0.00037037037037037035,1,0.0
Wanda Fernandez Maza,0.0003705075954057058,0.0,3.2103570656197263e-33,0.00037037037037037035,1,0.0
Maria Carvallo De Saint-Quentin,0.0003705075954057058,0.0,3.2103570656197263e-33,0.00037037037037037035,1,0.0
Cecilia Baginsky Guerrero,0.0007410151908114116,0.0,1.62446366015265e-07,0.00020325913000730572,2,1.0
Luis Morales Salinas,0.0014820303816228233,0.0017314157757135431,1.6402666956942315e-07,0.0004989348317618042,4,0.16666666666666666
Herman Silva Robledo,0.002593553167839941,0.004505825574762873,2.107349778393409e-06,0.0005169523389482509,7,0.23809523809523808
Guillermo Espinoza Gonzalez,0.0007410151908114116,0.0,2.3804646825199623e-11,0.00033330280951176757,2,1.0
Pablo Sarricolea Espinoza,0.0014820303816228233,0.0006937747857633899,2.4052353260180897e-11,0.0004986283299947661,4,0.3333333333333333
Hugo Romero Aravena,0.001852537977028529,0.0013853523433850112,3.08635403862971e-10,0.0005621055497227768,5,0.4
Luis Flores Prado,0.0011115227862171174,0.005827049031969944,4.917201875487139e-06,0.0002264126984677636,3,0.3333333333333333
August Niemeyer Marich,0.0014820303816228233,0.005488675898137602,3.581191838521921e-07,0.0003045224504950949,4,0.5
Ricardo Zalaquett Sepulveda,0.0014820303816228233,0.0,0.006111627760215886,0.00027839287994472074,4,1.0
Pablo Castro Galvez,0.006669136717302704,0.005287982390442584,0.05748335835105458,0.0008906147480272621,18,0.41830065359477125
Rosemarie Mellado Suazo,0.0014820303816228233,0.0,0.006111627760215886,0.00027839287994472074,4,1.0
Sergio Lavandero Gonzalez,0.0014820303816228233,0.0,0.006111627760215886,0.00027839287994472074,4,1.0
Alicia Nogueras De Minniti,0.0003705075954057058,0.0,0.00010452254405002069,0.00011686139001635652,1,0.0
Rebeca Aldunate Magalhaes,0.001852537977028529,0.000347162046399416,0.0014632484193642368,0.00036050707851008947,5,0.6
Maria Perez Trautmann,0.0014820303816228233,0.0,2.4688412651218984e-17,0.0005693985729452249,4,1.0
Aurora Gaxiola Alcantar,0.002223045572434235,1.538059699237919e-05,2.7563841744410893e-17,0.0005696740548157804,6,0.4666666666666667
Luis Hinojosa Opazo,0.0014820303816228233,0.0,2.4688412651218984e-17,0.0004717993936904807,4,1.0
Sebastian Seriani Awad,0.0003705075954057058,0.0,2.272475138099442e-21,0.00016028190984776667,1,0.0
Rodrigo Fernandez Aguilera,0.001852537977028529,1.4007329403773904e-05,7.79498533223025e-21,0.0006159240038430404,5,0.3
Ulises Urzua Tobar,0.0014820303816228233,0.005174861361222621,6.297600993349917e-05,0.0002784941344374966,4,0.3333333333333333
Katherine Marcelain Cubillos,0.0014820303816228233,0.0026545788413053386,9.377956920663362e-06,0.0004303335854357907,4,0.5
Luis Andrade Johnson,0.0011115227862171174,0.0,2.4251427181479165e-08,0.0002760079541588486,3,1.0
Federico Arenas Vasquez,0.0014820303816228233,0.00016753864580984474,2.4487782594199056e-08,0.0005122597002404404,4,0.6666666666666666
Alejandro Salazar Burrows,0.002223045572434235,0.016057068606526153,2.8960441629655225e-07,0.0005309118880911255,6,0.26666666666666666
Rodrigo Hidalgo Dattwyler,0.0029640607632456465,0.01463244081010703,2.501009085934305e-08,0.0008544175376476043,8,0.21428571428571427
Diego Melo Carrasco,0.0003705075954057058,0.0,2.4023089469392418e-30,0.0002916029452753407,1,0.0
Angel Gordo Molina,0.0007410151908114116,2.7465351772105695e-07,3.397377893771704e-30,0.0005279052205604295,2,0.0
Norbel Galanti Garrone,0.003334568358651352,0.0023092742847709096,0.00010702082349987092,0.000515721803473734,9,0.4166666666666667
Juan Maya Arango,0.0029640607632456465,0.004286714784335273,6.77753103567031e-05,0.0007367578872729536,8,0.39285714285714285
Ulrike Kemmerling Weis,0.0029640607632456465,0.0015401304706388703,3.734556159150948e-05,0.0007593276110447789,8,0.42857142857142855
Victor Quintanilla Perez,0.0007410151908114116,0.0,1.8540669987547376e-12,0.00029113130327159623,2,1.0
Maria Soto Bauerle,0.0007410151908114116,0.0,1.8540669987547376e-12,0.00029113130327159623,2,1.0
Tamara Hermosilla Bellenger,0.0007410151908114116,0.0,0.0003268701409699989,0.00024113785856180118,2,1.0
Felipe Simon Pino,0.0029640607632456465,0.010669077952120552,0.004239926882928925,0.0006596323649389425,8,0.2857142857142857
Diego Varela Lekanda,0.0014820303816228233,0.010748020171191423,0.00033609601926692744,0.0003504352774182311,4,0.16666666666666666
Bernardo Pagnoncelli Kulnig,0.0007410151908114116,2.7465351772105695e-07,3.397377893771704e-30,0.0005279052205604295,2,0.0
Tito Homem De Mello,0.0003705075954057058,0.0,2.4023089469392418e-30,0.0002916029452753407,1,0.0
Claudia Yañez Soto,0.0014820303816228233,0.00636403717092514,2.6551881614210174e-05,0.0004271452782917465,4,0.3333333333333333
Soledad Bollo Dragnic,0.0007410151908114116,0.0,2.0505417630131282e-06,0.00028812424182717933,2,1.0
Jonas Chnaiderman Figueroa,0.004816598740274175,0.010835521144687757,0.0004826892392060168,0.0007998699396438106,13,0.16666666666666666
Alejandro Corvalan Rodriguez,0.002223045572434235,0.0005186007721608997,0.00044111738453400933,0.0004789439479128588,6,0.6
Patricio Smith Ferrer,0.003334568358651352,0.006035593406310919,0.005027779003217469,0.0006358803029029437,9,0.3333333333333333
Francisco Aguayo Gonzalez,0.002593553167839941,0.0007470502843870426,0.0004436427747219975,0.0005448240323936406,7,0.42857142857142855
Jimena Sierralta Jara,0.0003705075954057058,0.0,3.2103570656197263e-33,0.00037037037037037035,1,0.0
Patricio Olguin Aguilera,0.0003705075954057058,0.0,3.2103570656197263e-33,0.00037037037037037035,1,0.0
Mauricio Gonzalez Canales,0.0011115227862171174,0.0,0.00013043703590778557,0.00037458585897698934,3,1.0
Liliana Cambiazo Ayala,0.0011115227862171174,0.0,0.00013043703590778557,0.00037458585897698934,3,1.0
Luis Robles Wobbe,0.0007410151908114116,0.0,7.011947643147682e-27,0.0004112554111848887,2,1.0
Paul Delano Reyes,0.0007410151908114116,0.0,7.011947643147682e-27,0.0004112554111848887,2,1.0
Basilio Carrasco Glavez,0.0007410151908114116,0.0,1.3819885754599729e-09,0.00031215301380351255,2,1.0
Herman Silva Ascencio,0.002223045572434235,0.001527688414271255,1.7907073251754034e-08,0.0005842246375167446,6,0.2
Brenno Carlini Vallilo,0.0007410151908114116,0.0,2.916798420090788e-24,0.00032290225593364046,2,1.0
Osvaldo Chandia Quevedo,0.0007410151908114116,0.0,2.916798420090788e-24,0.00032290225593364046,2,1.0
Nain Nomez Diaz,0.0011115227862171174,1.0986140708842278e-06,6.782010813496577e-24,0.00048071393443898037,3,0.3333333333333333
Bernardo Colipan Filgueira,0.0007410151908114116,0.0,6.0709933463808016e-24,0.0003186110140493203,2,1.0
Magda Sepulveda Eriz,0.0014820303816228233,1.6479211063263417e-06,9.176513616063828e-24,0.0005967799770168608,4,0.3333333333333333
Reinaldo Charrier Gonzalez,0.0007410151908114116,0.0,7.011947643147682e-27,0.0004112554111848887,2,1.0
Marcelo Farias Thiers,0.0007410151908114116,0.0,7.011947643147682e-27,0.0004112554111848887,2,1.0
Maria Luisa Tapia Figueras,0.0011115227862171174,0.0,5.1635048859538984e-09,0.00023170655455331243,3,1.0
Alvaro Peña Neira,0.005557613931085587,0.004303689328885904,6.179744428573779e-08,0.0012143250504392852,15,0.19047619047619047
Cielo Char Aubry,0.0011115227862171174,0.0,5.1635048859538984e-09,0.00023170655455331243,3,1.0
Victor Escalona Contreras,0.0011115227862171174,0.0,5.1635048859538984e-09,0.00023170655455331243,3,1.0
Francisco Bozinovic Kuscevic,0.002223045572434235,4.943763318979025e-06,7.359699128838191e-19,0.0008617620965929833,6,0.4
Alejandro Sabat Kirkwood,0.0007410151908114116,2.1972281417684556e-06,1.9810660942578032e-19,0.0004623940060753058,2,0.0
Lucia Stecher Guzman,0.0011115227862171174,1.3732675886052849e-06,1.6829090335316612e-21,0.0005128404761527359,3,0.3333333333333333
Claudia Zapata Silva,0.0003705075954057058,0.0,5.127836861925424e-22,0.00031784168101325146,1,0.0
Jose Salgado Herrera,0.002223045572434235,0.002058890764579777,8.671207560790221e-07,0.0004666729470316293,6,0.4666666666666667
Angelica Fierro Huerta,0.003334568358651352,0.004585029685173542,6.749066648385115e-06,0.0008250678743051395,9,0.2222222222222222
Cristian Cortes Carrillo,0.0007410151908114116,4.119802765815854e-06,2.312922492875036e-21,0.00035165586672938567,2,0.0
Marcela Munizaga Muñoz,0.0014820303816228233,1.1260794226563335e-05,7.325768279851458e-21,0.0005714236523778127,4,0.16666666666666666
Paola Navarrete Wallace,0.0011115227862171174,0.0017303171616426588,5.492994422964974e-05,0.0002723038787743185,3,0.3333333333333333
Catalina Carrasco Pozo,0.002223045572434235,0.0033235505801804213,0.0007032903996192518,0.00040972481023686044,6,0.4666666666666667
Martin Gotteland Roussel,0.001852537977028529,0.0027190265605829093,6.13275977072e-05,0.00041265120737521644,5,0.2
Enrique Castellon Vera,0.001852537977028529,0.0010398382180919217,0.006050955730787247,0.00033121052969218353,5,0.6
Roger Gejman Enriquez,0.0029640607632456465,0.00015447352664368116,0.020219243673959233,0.00040172791008317223,8,0.7857142857142857
Sumie Kato Cardemil,0.0029640607632456465,0.00015447352664368116,0.020219243673959233,0.00040172791008317223,8,0.7857142857142857
Gareth Owen Jardine,0.004075583549462764,0.0026936614299416326,0.019079012128060627,0.0005073716709842556,11,0.34545454545454546
Mauricio Cuello Fredes,0.003705075954057058,0.0020170155953574687,0.024754197404848403,0.0005125642895927221,10,0.5555555555555556
Paula Jimenez Patiño,0.0003705075954057058,0.0,3.3294948572672894e-05,9.386156826028797e-05,1,0.0
Paz Robert Canales,0.004075583549462764,0.0037918664656569124,0.0004662179326218991,0.0007662565152480644,11,0.2909090909090909
Eduardo Castro Montero,0.0007410151908114116,0.0,1.0321424695267086e-06,0.00018579027281977786,2,1.0
Fernando Osorio Lira,0.002223045572434235,0.0010398382180919217,1.3417562289542451e-05,0.00048068992136626726,6,0.4666666666666667
Jaime Ortiz Viedma,0.0011115227862171174,0.000347162046399416,1.0370771302485045e-06,0.00029920271759883543,3,0.3333333333333333
Javiera Carmona Jimenez,0.0003705075954057058,0.0,3.2103570656197263e-33,0.00037037037037037035,1,0.0
Cristian Antoine Faundez,0.0003705075954057058,0.0,3.2103570656197263e-33,0.00037037037037037035,1,0.0
Marcelo Olivares Alveal,0.0007410151908114116,0.0,9.470459921769639e-23,0.00022536618075222938,2,1.0
Claudia Rahmann Zuñiga,0.0011115227862171174,1.3732675886052848e-07,1.2696717198636864e-22,0.00040491334660766804,3,0.6666666666666666
Rodrigo Palma Behnke,0.0014820303816228233,5.493070354421139e-07,1.510317705435209e-22,0.0005912927971320562,4,0.5
Rafael Epstein Numhauser,0.0003705075954057058,0.0,3.2103570656197263e-33,0.00037037037037037035,1,0.0
Andres Weintraub Pohorille,0.0003705075954057058,0.0,3.2103570656197263e-33,0.00037037037037037035,1,0.0
Patricio Peirano Campos,0.0011115227862171174,0.0,2.20614057685108e-22,0.0002483735012305875,3,1.0
Claudio Held Barrandeguy,0.0011115227862171174,0.0,2.20614057685108e-22,0.0003489894711277074,3,1.0
Enrique Tirapegui Zurbano,0.0003705075954057058,0.0,2.4023089469392418e-30,0.00037028540851526896,1,0.0
Marcel Clerc Gavilan,0.0007410151908114116,2.7465351772105695e-07,3.397377893771704e-30,0.0005279052205604296,2,0.0
Gloria Lopez Stewart,0.0007410151908114116,0.0,0.0004801347773258822,0.00015353049515893502,2,1.0
