nombre_completo,DGC,BTC,EVC,PRC,degree,clustering
Miguel Llanos Silva,0.0014820303816228233,2.9432179042153366e-05,0.012028306024904881,0.000242683746387727,4,0.6666666666666666
Cesar Huiliñir Curio,0.0011115227862171174,0.000347162046399416,8.629721181897901e-10,0.0004937193311233383,3,0.3333333333333333
Silvio Montalvo Martinez,0.0003705075954057058,0.0,6.166147347180684e-11,0.0003084457009632581,1,0.0
Mark Falvey Sinclair,0.0003705075954057058,0.0,3.2103570656197263e-33,0.00037037037037037035,1,0.0
Ricardo Muñoz Magnino,0.0003705075954057058,0.0,3.2103570656197263e-33,0.00037037037037037035,1,0.0
Gonzalo Cabrera Vallejos,0.002223045572434235,0.002019838482367734,0.00022266049921849934,0.00037855745320583214,6,0.4666666666666667
Gonzalo Miguez Cavieres,0.0003705075954057058,0.0,1.1578318751749038e-25,0.0003012113853713867,1,0.0
Mario Laborda Rojas,0.0011115227862171174,8.239605531631709e-07,2.66622703474232e-25,0.0005775858885521831,3,0.3333333333333333
Alejandra Moenne Muñoz,0.0003705075954057058,0.0,2.821032437366293e-07,0.00013163841693664976,1,0.0
Omar Reyes Baez,0.0014820303816228233,0.0006940494392811109,2.2414229261009043e-06,0.00043801338655481963,4,0.16666666666666666
Juan Garcia Barriga,0.0003705075954057058,0.0,1.6039088523754e-07,0.00013007737362604588,1,0.0
Luz Cardenas Jiron,0.0003705075954057058,0.0,1.1734489979217762e-08,0.0002253809723063753,1,0.0
Francisco Cruz Olivos,0.002223045572434235,0.0,0.029551195216435674,0.00024946982948231285,6,1.0
Klaus Puschel Illanes,0.00444609114486847,0.004010888791869573,0.05310885149397312,0.0005110684260274457,12,0.3787878787878788
Sergio Uribe Arancibia,0.004816598740274175,0.0012922277458364835,0.0540123423934942,0.0007366533591218427,13,0.32051282051282054
Flavio Nervi Oddone,0.002223045572434235,0.0,0.029551195216435674,0.00024946982948231285,6,1.0
Paul Jara Vergara,0.0014820303816228233,0.0,0.0002644146174129845,0.0003301111415588485,4,1.0
Mauricio Moraga Vergara,0.0029640607632456465,0.002419010857328209,2.4527416098571303e-06,0.0006343769000777047,8,0.42857142857142855
Patricio Loncomilla Zambrana,0.0003705075954057058,0.0,3.2103570656197263e-33,0.00037037037037037035,1,0.0
Javier Ruiz Del Solar San Martin,0.0003705075954057058,0.0,3.2103570656197263e-33,0.00037037037037037035,1,0.0
Carla Delporte Vergara,0.0003705075954057058,0.0,0.0010661131232026948,9.438796456854017e-05,1,0.0
Oscar Maureira Cabrera,0.0014820303816228233,9.887526637958051e-05,1.0693164664713617e-17,0.0003951927184869595,4,0.3333333333333333
Sergio Garay Oñate,0.0007410151908114116,0.0,6.65543236162317e-18,0.0002196217071753071,2,1.0
Pablo Lopez Alfaro,0.001852537977028529,9.887526637958051e-05,1.9270886996218684e-17,0.00047085936380321467,5,0.4
Horacio Miranda Vargas,0.0003705075954057058,0.0,3.2103570656197263e-33,0.00037037037037037035,1,0.0
Jose Sepulveda Maldonado,0.0003705075954057058,0.0,3.2103570656197263e-33,0.00037037037037037035,1,0.0
Carlos Amunategui Perello,0.0011115227862171174,1.3732675886052848e-07,3.735766598689955e-24,0.0005113322232547804,3,0.6666666666666666
Patricio Carvajal Ramirez,0.0011115227862171174,1.3732675886052848e-07,3.735766598689955e-24,0.0005113322232547804,3,0.6666666666666666
Felipe Alvarez Daziano,0.0003705075954057058,0.0,2.4023089469392418e-30,0.0002916029452753407,1,0.0
Aris Daniilidis ,0.0007410151908114116,2.7465351772105695e-07,3.397377893771704e-30,0.0005279052205604295,2,0.0
Rodrigo Iturriaga Aguera,0.0029640607632456465,0.0037935143867632386,0.03246606271366878,0.0005499540995324832,8,0.2857142857142857
Julio Alcayaga Urbina,0.0007410151908114116,0.0,0.002502288058996424,0.00018578415777833937,2,1.0
Rodrigo Barcia Lehmann,0.0007410151908114116,2.7465351772105695e-07,3.397377893771704e-30,0.0005279052205604295,2,0.0
Fernando Atria Lemaitre,0.0003705075954057058,0.0,2.4023089469392418e-30,0.0002916029452753407,1,0.0
Bessie Urquieta Mangiola,0.0011115227862171174,0.0,1.0784686665773313e-06,0.0002489865118423657,3,1.0
Luis Raggi Saini,0.0011115227862171174,0.0,1.0784686665773313e-06,0.0002489865118423657,3,1.0
Oscar Peralta Troncoso,0.001852537977028529,0.00034743669991713706,7.220178595112669e-06,0.0005723544477383371,5,0.5
Victor Parraguez Gamboa,0.0014820303816228233,0.0003460634323285318,6.7758462254405154e-06,0.0004372065533275747,4,0.6666666666666666
Maria De La Paz Calderon,0.0003705075954057058,0.0,3.2103570656197263e-33,0.00037037037037037035,1,0.0
Valeria Herrera Fernandez,0.0003705075954057058,0.0,3.2103570656197263e-33,0.00037037037037037035,1,0.0
Miguel Reyes Parada,0.0014820303816228233,0.008304773003983345,2.486208446466899e-05,0.00036564047270693883,4,0.16666666666666666
Sergio Vasquez Arancibia,0.0007410151908114116,0.0,4.5308758779208645e-08,0.0002096257628058632,2,1.0
Julio De La Fuente Urrutia,0.001852537977028529,0.0010398382180919217,5.885194667501141e-07,0.0004938449162008241,5,0.4
Eduardo Soto Bustamante,0.0011115227862171174,0.000347162046399416,4.5525757626472164e-08,0.00033180567339542505,3,0.3333333333333333
Sandra Hirsch Birn,0.0011115227862171174,0.0,0.011586379053392782,0.00015603801291320246,3,1.0
German Iñiguez Vila,0.005928121526491293,0.0033855233623603233,0.06943682404272156,0.0006568435491916231,16,0.30833333333333335
Reinaldo Campos Vargas,0.0014820303816228233,0.0010398382180919217,2.7819254540944612e-05,0.0005134320264105073,4,0.3333333333333333
Andrea Miyasaka De Almeida,0.0007410151908114116,0.0,2.7532703260191065e-05,0.00016600114905731704,2,1.0
Alejandro Bruhn Cruz,0.003334568358651352,0.001937745414366487,0.002476869028960167,0.000780808303335566,9,0.2777777777777778
Nicolas Jarufe Cassis,0.004816598740274175,0.014599086109687309,0.009907367923609509,0.000638628152806951,13,0.2564102564102564
Pablo Tapia Batalla,0.0011115227862171174,0.0,0.0009539444785252937,0.0001917615624767107,3,1.0
Glenn Hernandez Poblete,0.002223045572434235,0.0010398382180919217,0.000970113671208452,0.0004117222190072907,6,0.4
Carmen Sotomayor Echenique,0.0003705075954057058,0.0,2.4023089469392418e-30,0.00037028540851526896,1,0.0
Carmen Coloma Tirapegui,0.0007410151908114116,2.7465351772105695e-07,3.397377893771704e-30,0.0005279052205604296,2,0.0
Carlos Cardenas Valencia,0.0007410151908114116,0.0,7.011947643147682e-27,0.00045109211775874513,2,1.0
Patricio Fuentealba Rosas,0.0007410151908114116,0.0,7.011947643147682e-27,0.00045109211775874513,2,1.0
Fresia Ferreccio Readi,0.0014820303816228233,0.00011768192156678274,0.011893466019589913,0.0002017222798330365,4,0.3333333333333333
Patricia Garcia Muñoz,0.002593553167839941,0.0016114238542773564,0.020667181167417913,0.00043908335434278395,7,0.6666666666666666
Juan Roa Strauch,0.00444609114486847,0.004428186078266952,0.02806236982044953,0.0006712052767338855,12,0.3333333333333333
Carmen Castro Correa,0.0011115227862171174,0.00017344369644084747,1.4051193968526172e-13,0.0003708929621866523,3,0.6666666666666666
Yasna Contreras Gatica,0.002223045572434235,0.0010398382180919217,1.7456898468192667e-12,0.0004733815595457095,6,0.4666666666666667
Jorge Ortiz Veliz,0.0011115227862171174,0.00017344369644084747,1.4051193968526172e-13,0.0003708929621866523,3,0.6666666666666666
Mariana Casas Atala,0.004075583549462764,0.007395512200223098,0.036097742140536,0.0004967546812704064,11,0.34545454545454546
Paola Llanos Vidal,0.00444609114486847,0.016005533138792327,0.035802059105288296,0.0005588446692331889,12,0.3939393939393939
Ariel Contreras Ferrat,0.001852537977028529,0.0,0.03332022262363447,0.00020363834734516242,5,1.0
Marcelo Gonzalez Zuñiga,0.0003705075954057058,0.0,2.5341257370963783e-21,0.00016092331862768133,1,0.0
Clemens Franken Kurzen,0.0014820303816228233,1.6479211063263417e-06,8.64701204552233e-21,0.0004958519188245943,4,0.5
Ricardo Herrera Mardones,0.0007410151908114116,5.493070354421139e-07,6.096405848773827e-29,0.0004808315837512133,2,0.0
Leonardo Massone Sanchez,0.0003705075954057058,0.0,3.7677860237558764e-29,0.00025990915698952734,1,0.0
Sergio Alvarez Armijo,0.0007410151908114116,0.0,2.913863300695175e-07,0.00040443681713902207,2,1.0
Francisco Fuentes Iza,0.0011115227862171174,0.0,3.8754550038335e-20,0.00036284682661730743,3,1.0
Rosemarie Fritsch Montero,0.005187106335679882,0.0016718691875547255,7.250703179578271e-05,0.0008981292679762933,14,0.26373626373626374
Vania Martinez Nahuel,0.004075583549462764,0.0025683216211564177,7.869679385817538e-05,0.0006237129734270204,11,0.4
Ariel Castro Lara,0.0011115227862171174,0.0,1.1793338432784508e-05,0.00019381728030475601,3,1.0
Maria Rojas Castillo,0.003334568358651352,0.000851628724576041,1.3756711827047259e-05,0.0006004856096688764,9,0.4722222222222222
Ethel Codner Dujovne,0.00444609114486847,0.003960215060909451,0.022860613738753147,0.0004917524875155005,12,0.3333333333333333
Diego Garcia Diaz,0.002593553167839941,0.0011894744309298504,0.002309034013372048,0.0005088170512341455,7,0.47619047619047616
Michael Handford ,0.0003705075954057058,0.0,9.997651384429147e-11,0.00033694904073753,1,0.0
Lisette Leyton Campos,0.0007410151908114116,0.0,7.011947643147682e-27,0.00043528064146508615,2,1.0
Vicente Torres Gomez,0.0007410151908114116,0.0,7.011947643147682e-27,0.00024054982818093838,2,1.0
Andrew Quest Minikus,0.0007410151908114116,0.0,7.011947643147682e-27,0.00043528064146508615,2,1.0
Valentina Bulo Vargas,0.0029640607632456465,1.4556636439216018e-05,1.135810142081373e-16,0.0007179384509259,8,0.32142857142857145
Maria Sanchez Gonzalez,0.0003705075954057058,0.0,2.4179538897203478e-17,0.00012336791852468994,1,0.0
Michael Lukas ,0.0007410151908114116,0.0,2.1500041656530336e-14,0.00021320693357066025,2,1.0
Andres Bronfman Caceres,0.0003705075954057058,0.0,2.4023089469392418e-30,0.00021292048203541225,1,0.0
Vladimir Marianov Kluge,0.0007410151908114116,2.7465351772105695e-07,3.397377893771704e-30,0.0005279052205604296,2,0.0
Marco Mendez Torres,0.002593553167839941,3.2958422126526834e-05,1.0919959915566894e-17,0.0007667904607163612,7,0.3333333333333333
Christian Ibañez Carvajal,0.0003705075954057058,0.0,2.503293545157738e-18,0.00013704209677820002,1,0.0
Alvaro Lladser Caldera,0.0014820303816228233,0.0007183174972685812,5.42258916229646e-05,0.00024964569730113106,4,0.5
Rodrigo Pacheco Rivera,0.0029640607632456465,0.00577354240732175,0.0006748846157155522,0.0005681012630837985,8,0.10714285714285714
Juan Valdivia Hepp,0.0011115227862171174,5.767723872142196e-06,3.3624469886796035e-16,0.0003579662774378896,3,0.3333333333333333
Benjamin Toledo Cabrera,0.0003705075954057058,0.0,6.653242034677926e-17,0.00020779495262317617,1,0.0
Sebastian Uribe-Echevarria Aranguiz,0.0007410151908114116,0.0,7.011947643147682e-27,0.00037037037037037035,2,1.0
Mario Uribe Maturana,0.0007410151908114116,0.0,7.011947643147682e-27,0.00037037037037037035,2,1.0
Pamela Romanque Ulloa,0.0007410151908114116,0.0,7.011947643147682e-27,0.00037037037037037035,2,1.0
Virginia Guzman Barcos,0.0011115227862171174,0.0,2.490689451082628e-12,0.0002488211489150332,3,1.0
Oscar Mac-Clure H,0.0011115227862171174,0.0,2.490689451082628e-12,0.00045252810509384585,3,1.0
Maria Mendez Layera,0.002223045572434235,0.002763838348826996,2.52993165390789e-12,0.0005969387889999239,6,0.26666666666666666
Emmanuelle Barozet ,0.001852537977028529,0.0037885706234442595,2.986622956452846e-11,0.0006191075597557571,5,0.4
Claudio Garcia Herrera,0.004816598740274175,0.009948475439498738,0.06353933393420373,0.0007844065398682173,13,0.38461538461538464
Diego Celentano ,0.004075583549462764,0.007282368157381055,0.0241372405203174,0.0007468139888141749,11,0.2909090909090909
Marcela Cruchaga ,0.002593553167839941,0.0003163584920442815,0.02358551446002714,0.000540680300976242,7,0.6190476190476191
Sergio Flores Carrasco,0.0011115227862171174,0.0,2.805788557212585e-09,0.00020322511972364324,3,1.0
Gloria Cabello Baettig,0.003334568358651352,0.0020750988775551592,3.801084548084905e-09,0.0006367622930791188,9,0.5
Alejandra Vidal Elgueta,0.002593553167839941,3.662046902947426e-07,3.760201499844556e-09,0.0005119828412817165,7,0.8095238095238095
Mauricio Uribe Rodriguez,0.003705075954057058,0.004470626859118217,3.1664905585423015e-08,0.0007078156439127755,10,0.4444444444444444
Daniel Bunout Barnett,0.0003705075954057058,0.0,0.009477604842735578,8.269494047468965e-05,1,0.0
Mariana Cifuentes Koster,0.004075583549462764,0.00047804788639869777,0.132678324945679,0.00035166105841151875,11,0.6545454545454545
Cristian Araneda Tolosa,0.0014820303816228233,8.239605531631709e-07,5.320627422683939e-22,0.0005087444687663799,4,0.5
Maria Larrain Barth,0.0003705075954057058,0.0,1.7240450278905506e-22,0.00022856778028173007,1,0.0
Claudia Bambs Sandoval,0.0014820303816228233,0.0,0.026547662339994588,0.00017753084195633981,4,1.0
Federico Ojeda Rossi,0.0003705075954057058,0.0,3.2103570656197263e-33,0.00037037037037037035,1,0.0
Mario George-Nascimento Failla,0.0003705075954057058,0.0,3.2103570656197263e-33,0.00037037037037037035,1,0.0
Jorge Quense Abarzua,0.0014820303816228233,0.0011785382445410554,1.9748917908994906e-09,0.00041977098477886113,4,0.6666666666666666
Alexis Vasquez Fuentes,0.0014820303816228233,0.000347162046399416,3.069057856236187e-10,0.0003824870858694092,4,0.5
Cristian Henriquez Ruiz,0.001852537977028529,0.011685133911442368,1.984545331133566e-09,0.0005013994129739009,5,0.4
Pamela Smith Guerra,0.0003705075954057058,0.0,2.1959490506415795e-11,0.0001368288421577124,1,0.0
Carlos Conca Rosende,0.001852537977028529,0.000347162046399416,8.219227808049823e-08,0.0004595395065355232,5,0.6
Alvaro Olivera Nappa,0.001852537977028529,0.000347162046399416,8.219227808049823e-08,0.0004595395065355232,5,0.6
Ziomara Gerdtzen Hakim,0.0014820303816228233,0.0,8.180040654154207e-08,0.00034965265420237017,4,1.0
Mercedes Lopez Nitsche,0.003705075954057058,0.0010398382180919217,9.504474457622561e-06,0.000591976470586606,10,0.5333333333333333
Flavio Salazar Onfray,0.0011115227862171174,0.0,7.931049945645023e-07,0.0002985183619589182,3,1.0
Claudio Perez Silva,0.0007410151908114116,0.0,7.011947643147682e-27,0.0004112554111848887,2,1.0
Juan Mella Polanco,0.0007410151908114116,0.0,7.011947643147682e-27,0.0004112554111848887,2,1.0
Victor Cifuentes Guzman,0.0011115227862171174,0.0,2.20614057685108e-22,0.00044121477314163686,3,1.0
Jennifer Alcaino Gorman,0.0011115227862171174,0.0,2.20614057685108e-22,0.00044121477314163686,3,1.0
Marcelo Baeza Cancino,0.0011115227862171174,0.0,2.20614057685108e-22,0.00044121477314163686,3,1.0
Christian Oberli Graf,0.0014820303816228233,8.788912567073823e-06,4.0785558938784875e-21,0.00043013388866270063,4,0.3333333333333333
Angel Abusleme Hoffman,0.0014820303816228233,9.88752663795805e-06,6.572148245987087e-21,0.0005005762098624305,4,0.3333333333333333
Christian Guzman Carmine,0.0007410151908114116,0.0,3.1249413413080635e-21,0.00021789126215471997,2,1.0
Pablo Caviedes Fernandez,0.002593553167839941,0.0012459134011252118,0.004966368996554845,0.00042937272368554126,7,0.42857142857142855
Alfredo Von Marttens Castro,0.0011115227862171174,0.0,0.0005019153024887188,0.00020458288295499165,3,1.0
Mario Diaz Dosque,0.0011115227862171174,0.0,0.0005019153024887188,0.00020458288295499165,3,1.0
Cristian Covarrubias Gallardo,0.004816598740274175,0.0012911524215911086,0.001554502914941274,0.0006406455317038124,13,0.38461538461538464
Claudio Saitz Barria,0.001852537977028529,0.0025519208288675337,2.4256703827967605e-06,0.0005375862647705065,5,0.4
Carlos Pessoa Mahana,0.0011115227862171174,0.005790809731401441,2.7854308881049515e-06,0.00030862424076000754,3,0.3333333333333333
Marcelo Lopez Lastra,0.0007410151908114116,0.0,7.011947643147682e-27,0.0004112554111848887,2,1.0
Alejandro Soza Ried,0.0007410151908114116,0.0,7.011947643147682e-27,0.0004112554111848887,2,1.0
Maria Becker Contreras,0.0014820303816228233,0.0,5.384133764723598e-06,0.00026902524660975843,4,1.0
Marco Soto Arriaza,0.0029640607632456465,0.003152532942970325,4.8498226547037574e-05,0.0007445198785717382,8,0.2857142857142857
Claudia Bueno Ramirez,0.0014820303816228233,0.0,5.384133764723597e-06,0.00026902524660975843,4,1.0
Ana Edwards Mujica,0.001852537977028529,1.1443896571710704e-06,5.641946481524126e-06,0.0004923385886298144,5,0.7
Valeria De Los Rios Escobar,0.0011115227862171174,3.845149248094797e-06,1.6191334036242215e-20,0.00042173565482029734,3,0.3333333333333333
Matias Ayala Munita,0.0007410151908114116,2.1972281417684556e-06,4.9506688611901395e-21,0.0003476609813407309,2,0.0
Diego Honorato Errazuriz,0.0003705075954057058,0.0,2.4023089469392418e-30,0.0002916029452753407,1,0.0
Jorge Mittelmann Prieto,0.0007410151908114116,2.7465351772105695e-07,3.397377893771704e-30,0.0005279052205604295,2,0.0
Cristian Guerra Rojas,0.0007410151908114116,0.0,7.011947643147682e-27,0.0004112554111848887,2,1.0
Luis Merino Montero,0.0007410151908114116,0.0,7.011947643147682e-27,0.0004112554111848887,2,1.0
Cristian Escauriaza Mesa,0.0014820303816228233,5.493070354421139e-07,6.455925140171301e-06,0.0005947583486792338,4,0.6666666666666666
Luca Mao ,0.0014820303816228233,0.000347162046399416,6.10868087096099e-06,0.00046309655301829086,4,0.5
Claudia Prieto Vasquez,0.0014820303816228233,3.666731542116462e-06,0.022293378211399102,0.0002502456989623948,4,0.6666666666666666
Marcelo Andia Kohnenkampf,0.010374212671359764,0.020207006403764344,0.17162617280904843,0.0013573835135176609,28,0.1693121693121693
Eduardo Donoso Catalan,0.0007410151908114116,0.0,1.831464578320089e-10,0.00018194942812415726,2,1.0
Nicolas Mujica Fernandez,0.0014820303816228233,0.00017344369644084747,1.280662122532111e-09,0.0005202960403076108,4,0.6666666666666666
Fernando Lund Plantat,0.0014820303816228233,0.00017344369644084747,1.280662122532111e-09,0.0005202960403076108,4,0.6666666666666666
Alejandro Reyes Salinas,0.0007410151908114116,2.7465351772105695e-07,3.397377893771704e-30,0.0005279052205604295,2,0.0
Andrea Mahn Osses,0.0003705075954057058,0.0,2.4023089469392418e-30,0.0002916029452753407,1,0.0
Arturo Borzutzky Schachter,0.0014820303816228233,0.000347162046399416,1.772004737978808e-06,0.00046727894390135953,4,0.5
Paul Harris Diez,0.0003705075954057058,0.0,1.265415045862308e-07,0.00012179030623171908,1,0.0
Milena Cotoras Tadic,0.0011115227862171174,0.0,5.140630701399642e-08,0.00021374020390691156,3,1.0
Marcela Wilkens Anwandter,0.0011115227862171174,0.0,5.140630701399642e-08,0.00021374020390691156,3,1.0
Ricardo Salazar Gonzalez,0.0011115227862171174,0.0010398382180919217,1.115754623656661e-08,0.00029149400564975193,3,0.3333333333333333
Maria Repetto Lisboa,0.003334568358651352,0.00382261091817652,0.0005156336675260973,0.0005811563397552856,9,0.4444444444444444
Marina Alvarado Cornejo,0.0011115227862171174,8.239605531631709e-07,2.6662270347423195e-25,0.0006556821518500994,3,0.3333333333333333
Jaime Galgani Muñoz,0.0007410151908114116,0.0,2.315663750349807e-25,0.00039487024456085016,2,1.0
Jorge Ramos Grez,0.002593553167839941,0.009544303598546173,0.008156099909051114,0.00042193746119293307,7,0.23809523809523808
Paulina Donoso Laurent,0.0014820303816228233,0.00011196136210933187,0.00035776154878849263,0.00043312330925203044,4,0.8333333333333334
Zully Pedrozo Cibils,0.0014820303816228233,0.00011196136210933187,0.00035776154878849263,0.00043312330925203044,4,0.8333333333333334
Gina Sanchez Vergara,0.002593553167839941,0.00013320532125234461,0.000434826318379501,0.0006421128715489066,7,0.5238095238095238
Cristian Banfi Del Rio,0.002223045572434235,1.826445892845029e-05,4.5484849995913626e-20,0.0007412397215712499,6,0.26666666666666666
Alex Van Weezel De La Cruz,0.0014820303816228233,4.1198027658158543e-07,3.8499520782066323e-20,0.000514137142321974,4,0.6666666666666666
Cristobal Orrego Sanchez,0.0007410151908114116,0.0,2.3454648715391666e-20,0.00023285029086263226,2,1.0
Jenny Fiedler Temer,0.0014820303816228233,0.000347162046399416,0.000339368972420732,0.0003239315194679729,4,0.5
Francisco Melo Hurtado,0.003334568358651352,0.011154850966510704,0.0015246848898512928,0.000716600949500853,9,0.2777777777777778
Alejandro Alvarez Lueje,0.001852537977028529,0.006893216428792579,0.000341274379835635,0.0003615360342679716,5,0.4
Marcelo Kogan Bocian,0.006298629121896999,0.021328089515936417,0.0028611410611154068,0.0011293675811657944,17,0.17647058823529413
Maria Campino Johnson,0.005557613931085587,0.00010625458354292991,0.18230601957632,0.0007744603299864168,15,0.7333333333333333
Rene Baudrand Biggs,0.008151167098925528,0.005618391629063555,0.21917527054571975,0.001058439815268535,22,0.42424242424242425
Andrea Vecchiola Cardenas,0.006298629121896999,0.003773880771278325,0.15420524007801747,0.000752239900421876,17,0.45588235294117646
Alexis Kalergis Parra,0.006298629121896999,0.0070823984286338465,0.09788275908493892,0.0010086579698876826,17,0.20588235294117646
Alejandro Martinez Aguayo,0.006669136717302704,0.00399099264774519,0.1955692213807585,0.0007232273143999117,18,0.46405228758169936
Cristian Carvajal Maldonado,0.007780659503519822,0.00182801138592612,0.21042221568942804,0.0009212271052068257,21,0.4380952380952381
Carlos Fardella Bello,0.010374212671359764,0.007052530677691178,0.24299326759403586,0.001173969559530727,28,0.3386243386243386
Guillermo Bugedo Tarraza,0.0014820303816228233,1.2784467312968248e-06,0.00034844441881171556,0.0005366376754946387,4,0.8333333333333334
Pablo Cruces Romero,0.002223045572434235,0.000343227245744485,0.0018252135124708921,0.00039016734099144745,6,0.4666666666666667
Manuel Canales Ceron,0.0003705075954057058,0.0,3.2103570656197263e-33,0.00037037037037037035,1,0.0
Cristian Bellei Carvacho,0.0003705075954057058,0.0,3.2103570656197263e-33,0.00037037037037037035,1,0.0
Maria Odone Correa,0.0014820303816228233,0.0,2.052151213541469e-18,0.0003505917884144401,4,1.0
Marco Arenas Campos,0.0014820303816228233,0.0,2.052151213541469e-18,0.0003505917884144401,4,1.0
Paula Martinez Sagredo,0.001852537977028529,8.788912567073823e-06,2.3162000078959704e-18,0.000505287328714073,5,0.6
Gerardo Mora Rivera,0.0014820303816228233,0.0,2.0521512135414687e-18,0.0003505917884144401,4,1.0
Jose Martinez Cereceda,0.0014820303816228233,0.0,2.0521512135414687e-18,0.0003505917884144401,4,1.0
Pablo Salvat Boloña,0.0003705075954057058,0.0,2.66820257895541e-20,0.00019292776056485444,1,0.0
Walter Orellana Muñoz,0.0011115227862171174,0.0024185988770516276,1.3443135813575686e-06,0.0002613401741914826,3,0.3333333333333333
Francisco Mesa Mesina,0.0003705075954057058,0.0,2.4023089469392418e-30,0.0002916029452753407,1,0.0
Leonardo Letelier Saavedra,0.0007410151908114116,2.7465351772105695e-07,3.397377893771704e-30,0.0005279052205604295,2,0.0
Carlos Irarrazabal Muñoz,0.0007410151908114116,0.0,5.761494027926681e-05,0.0002213408010512672,2,1.0
Flavio Carrion Arriagada,0.0029640607632456465,0.00904218570518497,0.0006469778080257664,0.0006104403333490072,8,0.2857142857142857
Mehrdad Yazdani-Pedram Zobeiri,0.002223045572434235,0.0013853523433850112,4.002045980626993e-05,0.0006186605278754269,6,0.4
Juan Quijada Abarca,0.0011115227862171174,0.0,3.3353480878177384e-06,0.00040344871248119887,3,1.0
Jorge Baeza Correa,0.0007410151908114116,0.0,7.011947643147682e-27,0.00037037037037037035,2,1.0
Mario Sandoval Manriquez,0.0007410151908114116,0.0,7.011947643147682e-27,0.00037037037037037035,2,1.0
Luis Flores Gonzalez,0.0007410151908114116,0.0,7.011947643147682e-27,0.00037037037037037035,2,1.0
Rina Francos Steinsapir,0.0003705075954057058,0.0,8.10230675417143e-06,0.00015873649326972284,1,0.0
Claudio Fuentes Bravo,0.0011115227862171174,5.493070354421139e-07,6.054523420063665e-26,0.000576233933908678,3,0.3333333333333333
Fernando Paredes Cajas,0.0003705075954057058,0.0,2.789991761792427e-26,0.000178125976650131,1,0.0
Claudio Garrido Peña,0.002223045572434235,1.3732675886052849e-06,6.2670576090494835e-16,0.0006989597945151228,6,0.6
Tomas Ariztia Larrain,0.001852537977028529,3.845149248094797e-06,5.210479914044837e-16,0.00044572083941231454,5,0.6
Marcelo Vizcaino ,0.0014820303816228233,0.0,5.036590594243932e-16,0.0004746495166685518,4,1.0
Solene Bergot ,0.001852537977028529,3.845149248094797e-06,5.210479914044837e-16,0.00044572083941231454,5,0.6
Alejandro Romero Seguel,0.0007410151908114116,5.493070354421139e-07,6.096405848773827e-29,0.0004808315837512133,2,0.0
Maite Aguirrezabal Grunstein,0.0003705075954057058,0.0,3.7677860237558764e-29,0.00025990915698952734,1,0.0
Roberto Cominetti Cotti-Cometti,0.0003705075954057058,0.0,3.2103570656197263e-33,0.00037037037037037035,1,0.0
Jorge Rivera Cayupi,0.0003705075954057058,0.0,3.2103570656197263e-33,0.00037037037037037035,1,0.0
Maria Capetillo Fuentes,0.0011115227862171174,0.0,3.1702018571818716e-07,0.0001930220451618641,3,1.0
Rodrigo Henriquez Vasquez,0.0007410151908114116,2.7465351772105695e-07,3.397377893771704e-30,0.0005279052205604295,2,0.0
Maria Oteiza Silva,0.0003705075954057058,0.0,2.4023089469392418e-30,0.0002916029452753407,1,0.0
Margarita Alvarado Perez,0.0011115227862171174,8.239605531631709e-07,2.6662270347423195e-25,0.0005378061295652127,3,0.3333333333333333
Maria Paz Bajas Irizar,0.0007410151908114116,0.0,2.315663750349807e-25,0.0003603420185829353,2,1.0
Patricio Rojas Montecinos,0.0014820303816228233,0.0028503054632347652,5.0374044181528034e-05,0.0003459284431922155,4,0.3333333333333333
Rodrigo Fuentealba Alday,0.0007410151908114116,0.0,4.9848412199709486e-05,0.0001868286904746933,2,1.0
Alejandra Rasse Figueroa,0.0014820303816228233,0.008514259049352766,9.518674463738058e-13,0.0005008253627892575,4,0.3333333333333333
Francisco Sabatini Downey,0.0007410151908114116,0.0,9.419336648875822e-13,0.0003076465580085819,2,1.0
Raul Labbe Morales,0.0003705075954057058,0.0,3.2103570656197263e-33,0.00037037037037037035,1,0.0
Ignacio Olivares Bahamondes,0.0003705075954057058,0.0,3.2103570656197263e-33,0.00037037037037037035,1,0.0
Ricardo Molina Verdejo,0.0003705075954057058,0.0,3.2103570656197263e-33,0.00037037037037037035,1,0.0
Maura Salvo Epullanca,0.0003705075954057058,0.0,3.2103570656197263e-33,0.00037037037037037035,1,0.0
Victor Garcia De Cortazar Garcia De Cortazar,0.0007410151908114116,0.0,1.3168222443417753e-08,0.00018971514953752507,2,1.0
Claudio Pastenes Villarreal,0.0011115227862171174,0.00012334929655813347,1.7296227485732537e-08,0.00031534072035745565,3,0.3333333333333333
Nicolas Franck Berger,0.002223045572434235,0.0014920945141418615,1.66755684319492e-07,0.0005525689185175998,6,0.2
Victoria Guixe Leguia,0.0011115227862171174,0.000347162046399416,6.22981888243979e-07,0.0003691419738511562,3,0.3333333333333333
Mauricio Baez Larach,0.002223045572434235,0.007471071563282402,8.054459050766683e-06,0.000542705385407781,6,0.26666666666666666
Jorge Babul Cattan,0.0011115227862171174,0.005403490235879942,6.23039062254278e-07,0.00026597514778135595,3,0.3333333333333333
Pablo Osses Mc Intyre,0.0003705075954057058,0.0,3.2103570656197263e-33,0.00037037037037037035,1,0.0
Rafael Sagredo Baeza,0.0003705075954057058,0.0,3.2103570656197263e-33,0.00037037037037037035,1,0.0
Ximena Ferrada Calvo,0.0003705075954057058,0.0,3.2103570656197263e-33,0.00037037037037037035,1,0.0
