folioproy,paterno,materno,nombre1,calidad,area_estudio,institucion_patrocinante,nota_proyecto,año_concurso,instrumento,nombre_completo
1180642,LOPEZ,ALARCON,CAMILO,INVEST. RESPONSABLE,quimica 1,Pont. Univ. Catolica De Chile,4.52,2018,REGULAR,Camilo Lopez Alarcon
1180645,RUIZ,ALISEDA,FRANCISCO,INVEST. RESPONSABLE,cs. econom/admi,Pont. Univ. Catolica De Chile,4.71,2018,REGULAR,Francisco Ruiz Aliseda
1180650,PAVISSICH,BARTOLOZZI,JUAN,COINVESTIGADOR,ingenieria 1,Univ. Adolfo Ibanez,4.437,2018,REGULAR,Juan Pavissich Bartolozzi
1180666,ACUÑA,CASTILLO,CLAUDIO,COINVESTIGADOR,medicina g1,Univ. De Chile,4.1,2018,REGULAR,Claudio Acuña Castillo
1180666,BELTRAN,MUÑOZ,CAROLL,COINVESTIGADOR,medicina g1,Univ. De Chile,4.1,2018,REGULAR,Caroll Beltran Muñoz
1180666,ESCOBAR,ALVAREZ,ALEJANDRO,INVEST. RESPONSABLE,medicina g1,Univ. De Chile,4.1,2018,REGULAR,Alejandro Escobar Alvarez
1180667,CARRASCO,OGAZ,DIEGO,COINVESTIGADOR,educacion,Pont. Univ. Catolica De Chile,4.72,2018,REGULAR,Diego Carrasco Ogaz
1180667,VILLALOBOS,DINTRANS,CRISTOBAL,COINVESTIGADOR,educacion,Pont. Univ. Catolica De Chile,4.72,2018,REGULAR,Cristobal Villalobos Dintrans
1180667,TREVIÑO,VILLARREAL,JUAN,INVEST. RESPONSABLE,educacion,Pont. Univ. Catolica De Chile,4.72,2018,REGULAR,Juan Treviño Villarreal
1180673,MAZE,RIOS,JERONIMO,INVEST. RESPONSABLE,fisica teorica y exp,Pont. Univ. Catolica De Chile,4.735,2018,REGULAR,Jeronimo Maze Rios
1180675,DEL RIO,HERNANDEZ,MARIA,COINVESTIGADOR,educacion,Pont. Univ. Catolica De Chile,4.053,2018,REGULAR,Maria Del Rio Hernandez
1180675,SALINAS,ULLOA,VIVIANA,COINVESTIGADOR,educacion,Pont. Univ. Catolica De Chile,4.053,2018,REGULAR,Viviana Salinas Ulloa
1180675,SUSPERREGUY,JORQUERA,MARIA,INVEST. RESPONSABLE,educacion,Pont. Univ. Catolica De Chile,4.053,2018,REGULAR,Maria Susperreguy Jorquera
1180676,FIGUEROA,GARCIA-HUIDOBRO,RODOLFO,COINVESTIGADOR,cs. juridicas y pol.,Univ. De Valparaiso,4.595,2018,REGULAR,Rodolfo Figueroa Garcia-Huidobro
1180676,ARRIAGADA,CACERES,MARIA,COINVESTIGADOR,cs. juridicas y pol.,Univ. De Valparaiso,4.595,2018,REGULAR,Maria Arriagada Caceres
1180676,AGUERO,SAN JUAN,CLAUDIO,COINVESTIGADOR,cs. juridicas y pol.,Univ. De Valparaiso,4.595,2018,REGULAR,Claudio Aguero San Juan
1180677,LATORRE,GUZMAN,BERNARDO,COINVESTIGADOR,agronomia,Univ. De Talca,4.555,2018,REGULAR,Bernardo Latorre Guzman
1180680,BANFI,DEL RIO,CRISTIAN,COINVESTIGADOR,cs. juridicas y pol.,Pont. Univ. Catolica De Chile,4.15,2018,REGULAR,Cristian Banfi Del Rio
1180680,OSSANDON,WIDOW,MARIA,COINVESTIGADOR,cs. juridicas y pol.,Pont. Univ. Catolica De Chile,4.15,2018,REGULAR,Maria Ossandon Widow
1180680,IZQUIERDO,SANCHEZ,CRISTOBAL,COINVESTIGADOR,cs. juridicas y pol.,Pont. Univ. Catolica De Chile,4.15,2018,REGULAR,Cristobal Izquierdo Sanchez
1180680,VAN WEEZEL,DE LA CRUZ,ALEX,INVEST. RESPONSABLE,cs. juridicas y pol.,Pont. Univ. Catolica De Chile,4.15,2018,REGULAR,Alex Van Weezel De La Cruz
1180683,MACLEOD CAREY,CASTRO,DESMOND,COINVESTIGADOR,quimica 1,Univ. Autonoma De Chile,4.747,2018,REGULAR,Desmond Macleod Carey Castro
1180683,CAMACHO,GONZALEZ,JOHANNA,COINVESTIGADOR,quimica 1,Univ. Autonoma De Chile,4.747,2018,REGULAR,Johanna Camacho Gonzalez
1180683,MUÑOZ,CASTRO,ALVARO,INVEST. RESPONSABLE,quimica 1,Univ. Autonoma De Chile,4.747,2018,REGULAR,Alvaro Muñoz Castro
1180685,DELPIANO,COSTABAL,JOSE,COINVESTIGADOR,ingenieria 2,Univ. De Santiago De Chile,4.043,2018,REGULAR,Jose Delpiano Costabal
1180685,VERDEJO,FREDES,HUMBERTO,INVEST. RESPONSABLE,ingenieria 2,Univ. De Santiago De Chile,4.043,2018,REGULAR,Humberto Verdejo Fredes
1180686,RODRIGUEZ,MERCADO,FRANCISCO,COINVESTIGADOR,ingenieria 3,Univ. De Santiago De Chile,4.5,2018,REGULAR,Francisco Rodriguez Mercado
1180686,GALOTTO,LOPEZ,MARIA JOSE,COINVESTIGADOR,ingenieria 3,Univ. De Santiago De Chile,4.5,2018,REGULAR,Maria Jose Galotto Lopez
1180686,GUARDA,MORAGA,ABEL,INVEST. RESPONSABLE,ingenieria 3,Univ. De Santiago De Chile,4.5,2018,REGULAR,Abel Guarda Moraga
1180687,VANNI,CUCURELLA,XAVIER,COINVESTIGADOR,educacion,Pont. Univ. Catolica De Valparaiso,4.433,2018,REGULAR,Xavier Vanni Cucurella
1180687,MAUREIRA,CABRERA,OSCAR,COINVESTIGADOR,educacion,Pont. Univ. Catolica De Valparaiso,4.433,2018,REGULAR,Oscar Maureira Cabrera
1180687,VALENZUELA,BARROS,JUAN,COINVESTIGADOR,educacion,Pont. Univ. Catolica De Valparaiso,4.433,2018,REGULAR,Juan Valenzuela Barros
1180699,ORLANDO,,JULIETA,COINVESTIGADOR,agronomia,Univ. Austral De Chile,4.49,2018,REGULAR,Julieta Orlando 
1180700,REYES,GUZMAN,NICOLAS,COINVESTIGADOR,ingenieria 2,Univ. De Chile,4.627,2018,REGULAR,Nicolas Reyes Guzman
1180700,MENA,MENA,FAUSTO,INVEST. RESPONSABLE,ingenieria 2,Univ. De Chile,4.627,2018,REGULAR,Fausto Mena Mena
1180702,LASCANO,FARAK,SHEILA,COINVESTIGADOR,ingenieria 1,Univ. Tecnica Federico Santa Maria,4.67,2018,REGULAR,Sheila Lascano Farak
1180706,RUZ,HEREDIA,GONZALO,INVEST. RESPONSABLE,ingenieria 2,Univ. Adolfo Ibanez,4.513,2018,REGULAR,Gonzalo Ruz Heredia
1180717,SAGREDO,TAPIA,ESTEBAN,COINVESTIGADOR,cs. de la tierra,Univ. De Magallanes,4.4,2018,REGULAR,Esteban Sagredo Tapia
1180720,CASANOVA,GUERRA,CARLOS,INVEST. RESPONSABLE,filosofia,Univ. Santo Tomas,4.67,2018,REGULAR,Carlos Casanova Guerra
1180723,ESCOBAR,CASTRO,JUAN,INVEST. RESPONSABLE,cs. econom/admi,Univ. De Chile,4.797,2018,REGULAR,Juan Escobar Castro
1180734,FERNANDEZ,GARAY,MARIA,COINVESTIGADOR,quimica 1,Univ. De Chile,4.28,2018,REGULAR,Maria Fernandez Garay
1180734,KESSI,CAMPOS,ELIAS,COINVESTIGADOR,quimica 1,Univ. De Chile,4.28,2018,REGULAR,Elias Kessi Campos
1180734,ARIAS,FERNANDEZ,JOSE,COINVESTIGADOR,quimica 1,Univ. De Chile,4.28,2018,REGULAR,Jose Arias Fernandez
1180734,NEIRA,CARRILLO,ANDRONICO,COINVESTIGADOR,quimica 1,Univ. De Chile,4.28,2018,REGULAR,Andronico Neira Carrillo
1180734,ARIAS,BAUTISTA,JOSE,INVEST. RESPONSABLE,quimica 1,Univ. De Chile,4.28,2018,REGULAR,Jose Arias Bautista
1180742,AHUMADA,TORRES,AIDA,COINVESTIGADOR,quimica 2,Univ. De Chile,4.78,2018,REGULAR,Aida Ahumada Torres
1180742,PAREDES,VARGAS,ALFONSO,COINVESTIGADOR,quimica 2,Univ. De Chile,4.78,2018,REGULAR,Alfonso Paredes Vargas
1180742,RICHTER,DUK,PABLO,INVEST. RESPONSABLE,quimica 2,Univ. De Chile,4.78,2018,REGULAR,Pablo Richter Duk
1180746,GANGA,CONTRERAS,FRANCISCO,COINVESTIGADOR,educacion,Univ. Diego Portales,4.163,2018,REGULAR,Francisco Ganga Contreras
1180746,BRUNNER,RIED,JOSE,INVEST. RESPONSABLE,educacion,Univ. Diego Portales,4.163,2018,REGULAR,Jose Brunner Ried
1180747,HANDFORD,,MICHAEL,COINVESTIGADOR,agronomia,Univ. De Chile,4.355,2018,REGULAR,Michael Handford 
1180747,STANGE,KLEIN,CLAUDIA,INVEST. RESPONSABLE,agronomia,Univ. De Chile,4.355,2018,REGULAR,Claudia Stange Klein
1180759,GUTIERREZ,ILABACA,RODRIGO,INVEST. RESPONSABLE,biologia 3,Pont. Univ. Catolica De Chile,4.65,2018,REGULAR,Rodrigo Gutierrez Ilabaca
1180771,ZUÑIGA,VASQUEZ,CAROLINA,COINVESTIGADOR,"linguistica,literatu",Univ. Diego Portales,4.29,2018,REGULAR,Carolina Zuñiga Vasquez
1180771,GAINZA,CORTES,CAROLINA,INVEST. RESPONSABLE,"linguistica,literatu",Univ. Diego Portales,4.29,2018,REGULAR,Carolina Gainza Cortes
1180781,SAN MARTIN,HERMOSILLA,JORGE,INVEST. RESPONSABLE,matematicas,Univ. De Chile,4.603,2018,REGULAR,Jorge San Martin Hermosilla
1180791,SEPULVEDA,SALAZAR,NESTOR,COINVESTIGADOR,fisica teorica y exp,Univ. De Chile,4.65,2018,REGULAR,Nestor Sepulveda Salazar
1180791,SOTO,BERTRAN,RODRIGO,INVEST. RESPONSABLE,fisica teorica y exp,Univ. De Chile,4.65,2018,REGULAR,Rodrigo Soto Bertran
1180794,SALAZAR,AGUIRRE,MARIA,COINVESTIGADOR,ingenieria 3,Univ. De Chile,4.587,2018,REGULAR,Maria Salazar Aguirre
1180794,LIENQUEO,CONTRERAS,MARIA,INVEST. RESPONSABLE,ingenieria 3,Univ. De Chile,4.587,2018,REGULAR,Maria Lienqueo Contreras
1180798,CHNAIDERMAN,FIGUEROA,JONAS,COINVESTIGADOR,biologia 3,Univ. De Chile,4.44,2018,REGULAR,Jonas Chnaiderman Figueroa
1180798,SOTO,RIFO,RICARDO,COINVESTIGADOR,biologia 3,Univ. De Chile,4.44,2018,REGULAR,Ricardo Soto Rifo
1180798,VALIENTE,ECHEVERRIA,FERNANDO,INVEST. RESPONSABLE,biologia 3,Univ. De Chile,4.44,2018,REGULAR,Fernando Valiente Echeverria
1180801,ASSAEL,BUDNIK,JENNY,COINVESTIGADOR,educacion,Univ. De Chile,4.047,2018,REGULAR,Jenny Assael Budnik
1180801,BACHLER,SILVA,RODOLFO,COINVESTIGADOR,educacion,Univ. De Chile,4.047,2018,REGULAR,Rodolfo Bachler Silva
1180801,GUERRERO,MORALES,PATRICIA,COINVESTIGADOR,educacion,Univ. De Chile,4.047,2018,REGULAR,Patricia Guerrero Morales
1180801,REDONDO,ROJO,JESUS,COINVESTIGADOR,educacion,Univ. De Chile,4.047,2018,REGULAR,Jesus Redondo Rojo
1180801,CORNEJO,CHAVEZ,RODRIGO,INVEST. RESPONSABLE,educacion,Univ. De Chile,4.047,2018,REGULAR,Rodrigo Cornejo Chavez
1180804,ARANCIBIA,MOYA,VERONICA,COINVESTIGADOR,quimica 2,Univ. De Santiago De Chile,4.34,2018,REGULAR,Veronica Arancibia Moya
1180804,SEGURA,SEGURA,RODRIGO,INVEST. RESPONSABLE,quimica 2,Univ. De Santiago De Chile,4.34,2018,REGULAR,Rodrigo Segura Segura
1180815,MORENO,MONCADA,PATRICIO,COINVESTIGADOR,cs. de la tierra,Univ. De Magallanes,4.453,2018,REGULAR,Patricio Moreno Moncada
1180819,VIAL,SOLAR,TOMAS,COINVESTIGADOR,cs. juridicas y pol.,Univ. Del Desarrollo,4.22,2018,REGULAR,Tomas Vial Solar
1180819,DIAZ DE VALDES,JULIA,JOSE,INVEST. RESPONSABLE,cs. juridicas y pol.,Univ. Del Desarrollo,4.22,2018,REGULAR,Jose Diaz De Valdes Julia
1180828,JANIAK,,ALEXANDRE,INVEST. RESPONSABLE,cs. econom/admi,Pont. Univ. Catolica De Chile,4.56,2018,REGULAR,Alexandre Janiak 
1180830,STEIN,,MAYA,INVEST. RESPONSABLE,matematicas,Univ. De Chile,4.953,2018,REGULAR,Maya Stein 
1180832,AYALA,JERIA,PEDRO,COINVESTIGADOR,ingenieria 1,Pont. Univ. Catolica De Chile,4.47,2018,REGULAR,Pedro Ayala Jeria
1180832,HURTADO,SEPULVEDA,DANIEL,INVEST. RESPONSABLE,ingenieria 1,Pont. Univ. Catolica De Chile,4.47,2018,REGULAR,Daniel Hurtado Sepulveda
1180843,GULPPI,CABRA,MIGUEL,COINVESTIGADOR,ingenieria 1,Univ. De Santiago De Chile,4.55,2018,REGULAR,Miguel Gulppi Cabra
1180843,AZOCAR,GUZMAN,MANUEL,COINVESTIGADOR,ingenieria 1,Univ. De Santiago De Chile,4.55,2018,REGULAR,Manuel Azocar Guzman
1180843,PAEZ,COLLIO,MARITZA,INVEST. RESPONSABLE,ingenieria 1,Univ. De Santiago De Chile,4.55,2018,REGULAR,Maritza Paez Collio
1180848,DE FERRARI,VALENTINI,GIANCARLO,INVEST. RESPONSABLE,biologia 3,Univ. Andres Bello,4.61,2018,REGULAR,Giancarlo De Ferrari Valentini
1180850,MEDEL,CONTRERAS,RODRIGO,INVEST. RESPONSABLE,biologia 1,Univ. De Chile,4.663,2018,REGULAR,Rodrigo Medel Contreras
1180853,ROBALDO,SALINAS,CLAUDIO,COINVESTIGADOR,sicologia,Univ. De Concepcion,4.33,2018,REGULAR,Claudio Robaldo Salinas
1180860,GORDO,MOLINA,ANGEL,INVEST. RESPONSABLE,historia,Univ. De Chile,4.463,2018,REGULAR,Angel Gordo Molina
1180879,ROJAS,LOBOS,FELIX,COINVESTIGADOR,ingenieria 2,Univ. De Chile,4.52,2018,REGULAR,Felix Rojas Lobos
1180879,CARDENAS,DOBSON,JESUS,INVEST. RESPONSABLE,ingenieria 2,Univ. De Chile,4.52,2018,REGULAR,Jesus Cardenas Dobson
1180880,SOLAR,BEZMALINOVIC,HORACIO,INVEST. RESPONSABLE,educacion,Pont. Univ. Catolica De Chile,4.12,2018,REGULAR,Horacio Solar Bezmalinovic
1180882,CERDA,VILLABLANCA,MAURICIO,COINVESTIGADOR,medicina g1,Univ. De Magallanes,4.44,2018,REGULAR,Mauricio Cerda Villablanca
1180885,ROBERT,CANALES,PAZ,COINVESTIGADOR,ingenieria 3,Univ. De Santiago De Chile,4.613,2018,REGULAR,Paz Robert Canales
1180885,SILVA,WEISS,ANDREA,COINVESTIGADOR,ingenieria 3,Univ. De Santiago De Chile,4.613,2018,REGULAR,Andrea Silva Weiss
1180885,VERGARA,HINOSTROZA,CRISTINA,COINVESTIGADOR,ingenieria 3,Univ. De Santiago De Chile,4.613,2018,REGULAR,Cristina Vergara Hinostroza
1180885,GIMENEZ,CASTILLO,BEGOÑA,INVEST. RESPONSABLE,ingenieria 3,Univ. De Santiago De Chile,4.613,2018,REGULAR,Begoña Gimenez Castillo
1180886,GUTIERREZ,GALLARDO,CLAUDIO,COINVESTIGADOR,filosofia,Univ. Alberto Hurtado,4.313,2018,REGULAR,Claudio Gutierrez Gallardo
1180886,BUSTAMANTE,KUSCHEL,GONZALO,COINVESTIGADOR,filosofia,Univ. Alberto Hurtado,4.313,2018,REGULAR,Gonzalo Bustamante Kuschel
1180886,LARRAIN,SUTIL,ANTONIA,COINVESTIGADOR,filosofia,Univ. Alberto Hurtado,4.313,2018,REGULAR,Antonia Larrain Sutil
1180886,DE BRASI,,LEANDRO,INVEST. RESPONSABLE,filosofia,Univ. Alberto Hurtado,4.313,2018,REGULAR,Leandro De Brasi 
1180887,VERGARA,VIDAL,JORGE,COINVESTIGADOR,sociologia cs i,Univ. Alberto Hurtado,4.687,2018,REGULAR,Jorge Vergara Vidal
1180887,OSORIO,GONNET,CECILIA,COINVESTIGADOR,sociologia cs i,Univ. Alberto Hurtado,4.687,2018,REGULAR,Cecilia Osorio Gonnet
1180887,AVENDAÑO,PAVEZ,OCTAVIO,INVEST. RESPONSABLE,sociologia cs i,Univ. Alberto Hurtado,4.687,2018,REGULAR,Octavio Avendaño Pavez
1180892,ARAYA,NAVARRO,ROBERTO,COINVESTIGADOR,sociologia cs i,Univ. De La Frontera,4.61,2018,REGULAR,Roberto Araya Navarro
1180894,CASTRO,MOLINARE,JULIO,COINVESTIGADOR,ingenieria 3,Pont. Univ. Catolica De Chile,4.673,2018,REGULAR,Julio Castro Molinare
1180894,VILLALOBOS,IGOR,ANA,COINVESTIGADOR,ingenieria 3,Pont. Univ. Catolica De Chile,4.673,2018,REGULAR,Ana Villalobos Igor
1180894,JORQUERA,GONZALEZ,HECTOR,INVEST. RESPONSABLE,ingenieria 3,Pont. Univ. Catolica De Chile,4.673,2018,REGULAR,Hector Jorquera Gonzalez
1180895,MUÑOZ,LEON,FERNANDO,INVEST. RESPONSABLE,cs. juridicas y pol.,Univ. Austral De Chile,4.343,2018,REGULAR,Fernando Muñoz Leon
1180900,YUSEFF,SEPULVEDA,MARIA,INVEST. RESPONSABLE,biologia 2,Pont. Univ. Catolica De Chile,4.7,2018,REGULAR,Maria Yuseff Sepulveda
1180903,FERRE,DIAZ,MICHEL,COINVESTIGADOR,fisica teorica y exp,Univ. De Chile,4.873,2018,REGULAR,Michel Ferre Diaz
1180903,CLERC,GAVILAN,MARCEL,INVEST. RESPONSABLE,fisica teorica y exp,Univ. De Chile,4.873,2018,REGULAR,Marcel Clerc Gavilan
1180906,CERDA,VILLABLANCA,MAURICIO,COINVESTIGADOR,fisica teorica y exp,Univ. Adolfo Ibanez,4.825,2018,REGULAR,Mauricio Cerda Villablanca
1180914,ORELLANA,DINAMARCA,PEDRO,COINVESTIGADOR,fisica teorica y exp,Univ. Tecnica Federico Santa Maria,4.605,2018,REGULAR,Pedro Orellana Dinamarca
1180914,ROSALES,AHUMADA,LUIS,INVEST. RESPONSABLE,fisica teorica y exp,Univ. Tecnica Federico Santa Maria,4.605,2018,REGULAR,Luis Rosales Ahumada
1180917,BOZINOVIC,KUSCEVIC,FRANCISCO,COINVESTIGADOR,biologia 1,Univ. Austral De Chile,4.663,2018,REGULAR,Francisco Bozinovic Kuscevic
1180917,SABAT,KIRKWOOD,ALEJANDRO,COINVESTIGADOR,biologia 1,Univ. Austral De Chile,4.663,2018,REGULAR,Alejandro Sabat Kirkwood
1180922,PONCE,ACEVEDO,MARIO,INVEST. RESPONSABLE,matematicas,Pont. Univ. Catolica De Chile,4.78,2018,REGULAR,Mario Ponce Acevedo
1180932,ABOITIZ,DOMINGUEZ,FRANCISCO,COINVESTIGADOR,medicina g2-g3,Pont. Univ. Catolica De Chile,4.33,2018,REGULAR,Francisco Aboitiz Dominguez
1180932,ROJAS,LIBANO,DANIEL,COINVESTIGADOR,medicina g2-g3,Pont. Univ. Catolica De Chile,4.33,2018,REGULAR,Daniel Rojas Libano
1180932,CROSSLEY,KARMELIC,NICOLAS,COINVESTIGADOR,medicina g2-g3,Pont. Univ. Catolica De Chile,4.33,2018,REGULAR,Nicolas Crossley Karmelic
1180932,OSSANDON,VALDES,TOMAS,INVEST. RESPONSABLE,medicina g2-g3,Pont. Univ. Catolica De Chile,4.33,2018,REGULAR,Tomas Ossandon Valdes
1180935,SOBREVIA,LUARTE,LUIS,COINVESTIGADOR,medicina g1,Univ. San Sebastian,4.26,2018,REGULAR,Luis Sobrevia Luarte
1180935,LEIVA,MENDOZA,ANDREA,COINVESTIGADOR,medicina g1,Univ. San Sebastian,4.26,2018,REGULAR,Andrea Leiva Mendoza
1180935,FARIAS,JOFRE,MARCELO,COINVESTIGADOR,medicina g1,Univ. San Sebastian,4.26,2018,REGULAR,Marcelo Farias Jofre
1180935,GUTIERREZ,PEREZ,JAIME,INVEST. RESPONSABLE,medicina g1,Univ. San Sebastian,4.26,2018,REGULAR,Jaime Gutierrez Perez
1180936,BURGOS,HITSCHFELD,PATRICIA,COINVESTIGADOR,biologia 3,Univ. Austral De Chile,4.34,2018,REGULAR,Patricia Burgos Hitschfeld
1180939,SOTO,ARRIAZA,MARCO,COINVESTIGADOR,fisica teorica y exp,Pont. Univ. Catolica De Chile,4.77,2018,REGULAR,Marco Soto Arriaza
1180939,VOLKMANN,,ULRICH,INVEST. RESPONSABLE,fisica teorica y exp,Pont. Univ. Catolica De Chile,4.77,2018,REGULAR,Ulrich Volkmann 
1180940,SOLIS,MUÑOZ,RIGOBERTO,COINVESTIGADOR,salud prod anim,Univ. De Chile,4.39,2018,REGULAR,Rigoberto Solis Muñoz
1180940,MUÑOZ,SAN MARTIN,CATALINA,COINVESTIGADOR,salud prod anim,Univ. De Chile,4.39,2018,REGULAR,Catalina Muñoz San Martin
1180940,CATTAN,AYALA,PEDRO,INVEST. RESPONSABLE,salud prod anim,Univ. De Chile,4.39,2018,REGULAR,Pedro Cattan Ayala
1180962,PEREZ,VILLALON,FERNANDO,INVEST. RESPONSABLE,"linguistica,literatu",Univ. Alberto Hurtado,4.203,2018,REGULAR,Fernando Perez Villalon
1180975,LOPEZ,SOLIS,REMIGIO,COINVESTIGADOR,ingenieria 3,Univ. De Chile,4.52,2018,REGULAR,Remigio Lopez Solis
1180975,MEDEL,MARABOLI,MARCELA,COINVESTIGADOR,ingenieria 3,Univ. De Chile,4.52,2018,REGULAR,Marcela Medel Maraboli
1180975,OBREQUE,SLIER,ELIAS,INVEST. RESPONSABLE,ingenieria 3,Univ. De Chile,4.52,2018,REGULAR,Elias Obreque Slier
1180978,QUIROZ,ESPINOZA,MADELAINE,COINVESTIGADOR,biologia 1,Univ. De Santiago De Chile,4.75,2018,REGULAR,Madelaine Quiroz Espinoza
1180978,FIERRO,TAPIA,CRISTIAN,COINVESTIGADOR,biologia 1,Univ. De Santiago De Chile,4.75,2018,REGULAR,Cristian Fierro Tapia
1180978,VERGARA,EGERT,PABLO,INVEST. RESPONSABLE,biologia 1,Univ. De Santiago De Chile,4.75,2018,REGULAR,Pablo Vergara Egert
1180982,CANALES,MUÑOZ,ROBERTO,COINVESTIGADOR,quimica 1,Pont. Univ. Catolica De Chile,4.79,2018,REGULAR,Roberto Canales Muñoz
1180982,ESCALONA,BURGOS,NESTOR,INVEST. RESPONSABLE,quimica 1,Pont. Univ. Catolica De Chile,4.79,2018,REGULAR,Nestor Escalona Burgos
1180983,ELORZA,GODOY,ALVARO,INVEST. RESPONSABLE,biologia 2,Univ. Andres Bello,4.3,2018,REGULAR,Alvaro Elorza Godoy
1180987,VOLKMANN,,ULRICH,COINVESTIGADOR,quimica 1,Univ. De Valparaiso,4.39,2018,REGULAR,Ulrich Volkmann 
1180994,MATAMALA,VASQUEZ,MARTIN,COINVESTIGADOR,matematicas,Univ. Andres Bello,4.503,2018,REGULAR,Martin Matamala Vasquez
1180994,ZAMORA,PONCE,JOSE,INVEST. RESPONSABLE,matematicas,Univ. Andres Bello,4.503,2018,REGULAR,Jose Zamora Ponce
1180996,CIFUENTES,LIRA,LUIS,COINVESTIGADOR,sicologia,Univ. Andres Bello,4.19,2018,REGULAR,Luis Cifuentes Lira
1180996,REPETTO,LISBOA,PAULA,COINVESTIGADOR,sicologia,Univ. Andres Bello,4.19,2018,REGULAR,Paula Repetto Lisboa
1180996,BRONFMAN,CACERES,NICOLAS,INVEST. RESPONSABLE,sicologia,Univ. Andres Bello,4.19,2018,REGULAR,Nicolas Bronfman Caceres
1181007,SAEZ,STEEGER,CLAUDIA,COINVESTIGADOR,medicina g2-g3,Pont. Univ. Catolica De Chile,4.23,2018,REGULAR,Claudia Saez Steeger
1181007,SMITH,FERRER,PATRICIO,COINVESTIGADOR,medicina g2-g3,Pont. Univ. Catolica De Chile,4.23,2018,REGULAR,Patricio Smith Ferrer
1181007,MARTINEZ,CARDOZO,CONSTANZA,INVEST. RESPONSABLE,medicina g2-g3,Pont. Univ. Catolica De Chile,4.23,2018,REGULAR,Constanza Martinez Cardozo
1181009,CASTILLO,CARNIGLIA,ALVARO,COINVESTIGADOR,sociologia cs i,Univ. Mayor,4.375,2018,REGULAR,Alvaro Castillo Carniglia
1181009,CALVO,BRALIC,ESTEBAN,INVEST. RESPONSABLE,sociologia cs i,Univ. Mayor,4.375,2018,REGULAR,Esteban Calvo Bralic
1181035,DIAZ,GUTIERREZ,MARCO,COINVESTIGADOR,"astron.,cosmol.y par",Pont. Univ. Catolica De Chile,4.94,2018,REGULAR,Marco Diaz Gutierrez
1181035,ABUSLEME,HOFFMAN,ANGEL,COINVESTIGADOR,"astron.,cosmol.y par",Pont. Univ. Catolica De Chile,4.94,2018,REGULAR,Angel Abusleme Hoffman
1181035,OCHOA,RICOUX,JUAN,INVEST. RESPONSABLE,"astron.,cosmol.y par",Pont. Univ. Catolica De Chile,4.94,2018,REGULAR,Juan Ochoa Ricoux
1181036,WEBER,HAAS,RICHARD,INVEST. RESPONSABLE,ingenieria 2,Univ. De Chile,4.587,2018,REGULAR,Richard Weber Haas
1181037,PAVEZ,IRRAZABAL,JORGE,COINVESTIGADOR,quimica 1,Univ. De Santiago De Chile,4.755,2018,REGULAR,Jorge Pavez Irrazabal
1181037,PONCE,HORMAZABAL,INGRID,COINVESTIGADOR,quimica 1,Univ. De Santiago De Chile,4.755,2018,REGULAR,Ingrid Ponce Hormazabal
1181037,TASCA,GOTTARDO,FEDERICO,COINVESTIGADOR,quimica 1,Univ. De Santiago De Chile,4.755,2018,REGULAR,Federico Tasca Gottardo
1181037,ZAGAL,MOYA,JOSE,INVEST. RESPONSABLE,quimica 1,Univ. De Santiago De Chile,4.755,2018,REGULAR,Jose Zagal Moya
1181040,VERGARA,FERNANDEZ,ALBERTO,COINVESTIGADOR,ingenieria 3,Pont. Univ. Catolica De Valparaiso,4.78,2018,REGULAR,Alberto Vergara Fernandez
1181040,SCOTT,CONTADOR,FELIPE,COINVESTIGADOR,ingenieria 3,Pont. Univ. Catolica De Valparaiso,4.78,2018,REGULAR,Felipe Scott Contador
1181041,SOTO,ROY,ALVARO,COINVESTIGADOR,sociologia cs i,Univ. Diego Portales,4.733,2018,REGULAR,Alvaro Soto Roy
1181041,ARAVENA,CARRASCO,JOSE,COINVESTIGADOR,sociologia cs i,Univ. Diego Portales,4.733,2018,REGULAR,Jose Aravena Carrasco
1181041,GODOY,CATALAN,LORENA,COINVESTIGADOR,sociologia cs i,Univ. Diego Portales,4.733,2018,REGULAR,Lorena Godoy Catalan
1181041,STECHER,GUZMAN,ANTONIO,INVEST. RESPONSABLE,sociologia cs i,Univ. Diego Portales,4.733,2018,REGULAR,Antonio Stecher Guzman
1181046,EMSIZ,,ERDAL,INVEST. RESPONSABLE,matematicas,Pont. Univ. Catolica De Chile,4.845,2018,REGULAR,Erdal Emsiz 
1181047,CISTERNA,ROA,ADOLFO,COINVESTIGADOR,"astron.,cosmol.y par",Univ. De Concepcion,4.685,2018,REGULAR,Adolfo Cisterna Roa
1181057,HURTADO,SEPULVEDA,DANIEL,COINVESTIGADOR,ingenieria 2,Pont. Univ. Catolica De Chile,4.383,2018,REGULAR,Daniel Hurtado Sepulveda
1181057,ANDIA,KOHNENKAMPF,MARCELO,COINVESTIGADOR,ingenieria 2,Pont. Univ. Catolica De Chile,4.383,2018,REGULAR,Marcelo Andia Kohnenkampf
1181057,URIBE,ARANCIBIA,SERGIO,INVEST. RESPONSABLE,ingenieria 2,Pont. Univ. Catolica De Chile,4.383,2018,REGULAR,Sergio Uribe Arancibia
1181065,BAIGORROTEGUI,BAIGORROTEGUI,GLORIA,COINVESTIGADOR,sociologia cs i,Univ. De Santiago De Chile,4.36,2018,REGULAR,Gloria Baigorrotegui Baigorrotegui
