folioproy,paterno,materno,nombre1,calidad,area_estudio,institucion_patrocinante,nota_proyecto,año_concurso,instrumento,nombre_completo
11121114,HOLTHEUER,BEAUSIRE,CAROLINA,INVEST. RESPONSABLE,"linguistica,literatu",Univ. De Chile,4.303,2012,INICIACION,Carolina Holtheuer Beausire
11121115,THEZA,MANRIQUEZ,MARCEL,INVEST. RESPONSABLE,sociologia cs i,Univ. De Los Lagos,3.887,2012,INICIACION,Marcel Theza Manriquez
11121118,LIBEDINSKY,SILVA,NICOLAS,INVEST. RESPONSABLE,matematicas,Univ. De Chile,4.825,2012,INICIACION,Nicolas Libedinsky Silva
11121122,CASTAÑEDA,GONZALEZ,ALVARO,INVEST. RESPONSABLE,matematicas,Univ. De Chile,3.655,2012,INICIACION,Alvaro Castañeda Gonzalez
11121123,CANDINA,POLOMER,AZUN,INVEST. RESPONSABLE,historia,Univ. De Chile,4.303,2012,INICIACION,Azun Candina Polomer
11121124,OSSA,SANTA CRUZ,JUAN,INVEST. RESPONSABLE,historia,Univ. Adolfo Ibanez,4.673,2012,INICIACION,Juan Ossa Santa Cruz
11121125,HERREROS,CORTAZAR,PILAR,INVEST. RESPONSABLE,matematicas,Pont. Univ. Catolica De Chile,4.44,2012,INICIACION,Pilar Herreros Cortazar
11121128,OLEA,ORTEGA,RICARDO,INVEST. RESPONSABLE,matematicas,Pont. Univ. Catolica De Chile,4.183,2012,INICIACION,Ricardo Olea Ortega
11121133,ORELLANA,ROCA,JUAN,INVEST. RESPONSABLE,biologia 2,Pont. Univ. Catolica De Chile,4.685,2012,INICIACION,Juan Orellana Roca
11121136,SATO,,MASATOSHI,INVEST. RESPONSABLE,educacion,Univ. Andres Bello,4.51,2012,INICIACION,Masatoshi Sato 
11121139,GOLDENBERG,SERRANO,JUAN,INVEST. RESPONSABLE,cs. juridicas y pol.,Pont. Univ. Catolica De Chile,4.02,2012,INICIACION,Juan Goldenberg Serrano
11121142,VARGAS BELLO,PEREZ,EINAR,INVEST. RESPONSABLE,salud prod anim,Pont. Univ. Catolica De Chile,4.143,2012,INICIACION,Einar Vargas Bello Perez
11121143,DIAZ,ALVARADO,DANIEL,INVEST. RESPONSABLE,cs. de la tierra,Univ. De Chile,3.82,2012,INICIACION,Daniel Diaz Alvarado
11121145,RIQUELME,HERNANDEZ,MARIO,INVEST. RESPONSABLE,fisica teorica y exp,Univ. De Chile,4.44,2012,INICIACION,Mario Riquelme Hernandez
11121146,GANA,ANSALDO,JUAN,INVEST. RESPONSABLE,medicina g2-g3,Pont. Univ. Catolica De Chile,4.487,2012,INICIACION,Juan Gana Ansaldo
11121147,SOMMA,GONZALEZ,NICOLAS,INVEST. RESPONSABLE,sociologia cs i,Pont. Univ. Catolica De Chile,4.49,2012,INICIACION,Nicolas Somma Gonzalez
11121153,RUIZ,POBLETE,SERGIO,INVEST. RESPONSABLE,medicina g2-g3,Pont. Univ. Catolica De Chile,4.44,2012,INICIACION,Sergio Ruiz Poblete
11121155,ROMERO,,JOSE,INVEST. RESPONSABLE,cs. econom/admi,Univ. De Santiago De Chile,3.57,2012,INICIACION,Jose Romero 
11121159,REYES,BOZO,LORENZO,INVEST. RESPONSABLE,ingenieria 1,Univ. Andres Bello,3.71,2012,INICIACION,Lorenzo Reyes Bozo
11121160,HUILIÑIR,CURIO,CESAR,INVEST. RESPONSABLE,ingenieria 3,Univ. De Santiago De Chile,4.455,2012,INICIACION,Cesar Huiliñir Curio
11121161,SANDOVAL,MANDUJANO,CRISTIAN,INVEST. RESPONSABLE,ingenieria 1,Pont. Univ. Catolica De Chile,3.517,2012,INICIACION,Cristian Sandoval Mandujano
11121166,JEREZ,HANCKES,CARLOS,INVEST. RESPONSABLE,ingenieria 2,Pont. Univ. Catolica De Chile,4.407,2012,INICIACION,Carlos Jerez Hanckes
11121172,MORALES,VALENZUELA,JAVIER,INVEST. RESPONSABLE,quimica 1,Univ. De Chile,3.957,2012,INICIACION,Javier Morales Valenzuela
11121184,BOCKSANG,HOLA,GABRIEL,INVEST. RESPONSABLE,cs. juridicas y pol.,Pont. Univ. Catolica De Chile,3.77,2012,INICIACION,Gabriel Bocksang Hola
11121186,DE CARVALHO,,MIGUEL,INVEST. RESPONSABLE,matematicas,Pont. Univ. Catolica De Chile,4.44,2012,INICIACION,Miguel De Carvalho 
11121191,MUÑOZ,LEON,FERNANDO,INVEST. RESPONSABLE,cs. juridicas y pol.,Univ. Austral De Chile,4.487,2012,INICIACION,Fernando Muñoz Leon
11121196,MALDONADO,ALARCON,SEBASTIAN,INVEST. RESPONSABLE,ingenieria 2,Univ. De Los Andes,4.455,2012,INICIACION,Sebastian Maldonado Alarcon
11121199,GONZALEZ,ROJAS,FELIPE,INVEST. RESPONSABLE,ingenieria 2,Univ. Diego Portales,4.07,2012,INICIACION,Felipe Gonzalez Rojas
11121200,ALCAINO,GORMAN,JENNIFER,INVEST. RESPONSABLE,biologia 3,Univ. De Chile,3.687,2012,INICIACION,Jennifer Alcaino Gorman
11121203,CASTILLO,VALENZUELA,JUAN,INVEST. RESPONSABLE,sociologia cs i,Pont. Univ. Catolica De Chile,4.405,2012,INICIACION,Juan Castillo Valenzuela
11121206,CERPA,NEBOTT,WALDO,INVEST. RESPONSABLE,biologia 2,Pont. Univ. Catolica De Chile,4.197,2012,INICIACION,Waldo Cerpa Nebott
11121208,SUAREZ,POCH,FRANCISCO,INVEST. RESPONSABLE,ingenieria 1,Pont. Univ. Catolica De Chile,4.64,2012,INICIACION,Francisco Suarez Poch
11121214,ALLENDE,PRIETO,SEBASTIAN,INVEST. RESPONSABLE,fisica teorica y exp,Univ. De Santiago De Chile,4.825,2012,INICIACION,Sebastian Allende Prieto
11121218,ALVEAR,TELLEZ,JULIO,INVEST. RESPONSABLE,cs. juridicas y pol.,Univ. Del Desarrollo,4.057,2012,INICIACION,Julio Alvear Tellez
11121223,FUENTEALBA,PATIÑO,DENIS,INVEST. RESPONSABLE,quimica 1,Pont. Univ. Catolica De Chile,4.547,2012,INICIACION,Denis Fuentealba Patiño
11121224,HURTADO,SEPULVEDA,DANIEL,INVEST. RESPONSABLE,ingenieria 1,Pont. Univ. Catolica De Chile,3.97,2012,INICIACION,Daniel Hurtado Sepulveda
11121225,VIDAL,OLATE,ELENA,INVEST. RESPONSABLE,biologia 3,Pont. Univ. Catolica De Chile,4.557,2012,INICIACION,Elena Vidal Olate
11121226,JEQUIER,LEHUEDE,EDUARDO,INVEST. RESPONSABLE,cs. juridicas y pol.,Univ. De Los Andes,3.973,2012,INICIACION,Eduardo Jequier Lehuede
11121228,CARTES,MORAGA,CARLOS,INVEST. RESPONSABLE,fisica teorica y exp,Univ. De Los Andes,4.083,2012,INICIACION,Carlos Cartes Moraga
11121237,GIORDANO,VILLATORO,ADY,INVEST. RESPONSABLE,quimica 2,Pont. Univ. Catolica De Chile,4.23,2012,INICIACION,Ady Giordano Villatoro
11121239,CERDA,ARANCIBIA,OSCAR,INVEST. RESPONSABLE,biologia 2,Univ. De Chile,4.303,2012,INICIACION,Oscar Cerda Arancibia
11121241,CONTRERAS,GATICA,YASNA,INVEST. RESPONSABLE,geografia y urbanism,Univ. De Chile,4.14,2012,INICIACION,Yasna Contreras Gatica
11121245,GONZALVEZ,TORRALBO,HERMINIA,INVEST. RESPONSABLE,antrop. y arque,Univ. Alberto Hurtado,3.95,2012,INICIACION,Herminia Gonzalvez Torralbo
11121249,CAMACHO,GONZALEZ,JOHANNA,INVEST. RESPONSABLE,educacion,Univ. De Chile,4.23,2012,INICIACION,Johanna Camacho Gonzalez
11121251,VAN TREEK,NILSSON,MIKE,INVEST. RESPONSABLE,"linguistica,literatu",Pont. Univ. Catolica De Chile,4.387,2012,INICIACION,Mike Van Treek Nilsson
11121270,ALMODOVAR,FAJARDO,IRIUX,INVEST. RESPONSABLE,quimica 2,Univ. De Santiago De Chile,4.09,2012,INICIACION,Iriux Almodovar Fajardo
11121280,SAGREDO,TAPIA,ESTEBAN,INVEST. RESPONSABLE,cs. de la tierra,Pont. Univ. Catolica De Chile,4.56,2012,INICIACION,Esteban Sagredo Tapia
11121281,GONZALEZ,HENRIQUEZ,CARMEN,INVEST. RESPONSABLE,fisica teorica y exp,Univ. Tecnologica Metropolitana,4.455,2012,INICIACION,Carmen Gonzalez Henriquez
11121288,INOSTROZA,PONTA,MARIO,INVEST. RESPONSABLE,ingenieria 2,Univ. De Santiago De Chile,4.535,2012,INICIACION,Mario Inostroza Ponta
11121290,MUÑOZ,MENDEZ,MARIA,INVEST. RESPONSABLE,artes y arquitectura,Univ. De Chile,4.187,2012,INICIACION,Maria Muñoz Mendez
11121294,MARTINEZ,CARDOZO,CONSTANZA,INVEST. RESPONSABLE,medicina g1,Pont. Univ. Catolica De Chile,4.337,2012,INICIACION,Constanza Martinez Cardozo
11121295,PAVEZ,SOTO,ISKRA,INVEST. RESPONSABLE,sociologia cs i,Univ. Ucinf,4.43,2012,INICIACION,Iskra Pavez Soto
11121298,CASTRUCCIO,ALVAREZ,ANGELO,INVEST. RESPONSABLE,cs. de la tierra,Univ. De Chile,3.85,2012,INICIACION,Angelo Castruccio Alvarez
11121301,TORO,ESPINOZA,PABLO,INVEST. RESPONSABLE,medicina g2-g3,Pont. Univ. Catolica De Chile,4.65,2012,INICIACION,Pablo Toro Espinoza
11121306,POUPIN,SWINBURN,MARIA,INVEST. RESPONSABLE,biologia 3,Univ. Adolfo Ibanez,3.883,2012,INICIACION,Maria Poupin Swinburn
11121307,CORVALAN,AGUILAR,ALEJANDRO,INVEST. RESPONSABLE,cs. econom/admi,Univ. Diego Portales,3.825,2012,INICIACION,Alejandro Corvalan Aguilar
11121309,PINO,LAGOS,KARINA,INVEST. RESPONSABLE,biologia 2,Univ. De Los Andes,4.3,2012,INICIACION,Karina Pino Lagos
11121312,GAETE,VERGARA,MARCELA,INVEST. RESPONSABLE,educacion,Univ. De Chile,4.277,2012,INICIACION,Marcela Gaete Vergara
11121313,MALDONADO,FUENTES,NESTOR,INVEST. RESPONSABLE,cs. juridicas y pol.,Univ. De Talca,3.897,2012,INICIACION,Nestor Maldonado Fuentes
11121315,CORDERO,FERNANDEZ,MARIA,INVEST. RESPONSABLE,historia,Univ. Adolfo Ibanez,4.14,2012,INICIACION,Maria Cordero Fernandez
11121318,JIMENEZ,HENRIQUEZ,OMAR,INVEST. RESPONSABLE,fisica teorica y exp,Univ. De Antofagasta,4.14,2012,INICIACION,Omar Jimenez Henriquez
11121322,OBREQUE,SLIER,ELIAS,INVEST. RESPONSABLE,agronomia,Univ. De Chile,4.323,2012,INICIACION,Elias Obreque Slier
11121323,SANCHEZ,ACUÑA,RAFAEL,INVEST. RESPONSABLE,geografia y urbanism,Pont. Univ. Catolica De Chile,4.16,2012,INICIACION,Rafael Sanchez Acuña
11121327,CASTRO,SEPULVEDA,JAVIER,INVEST. RESPONSABLE,ingenieria 1,Pont. Univ. Catolica De Chile,4.09,2012,INICIACION,Javier Castro Sepulveda
11121329,JARA,CAMPOS,CARLA,INVEST. RESPONSABLE,agronomia,Univ. De Chile,4.09,2012,INICIACION,Carla Jara Campos
11121336,BANFI,DEL RIO,CRISTIAN,INVEST. RESPONSABLE,cs. juridicas y pol.,Univ. De Chile,3.747,2012,INICIACION,Cristian Banfi Del Rio
11121339,SOTO,RIFO,RICARDO,INVEST. RESPONSABLE,biologia 3,Univ. De Chile,4.44,2012,INICIACION,Ricardo Soto Rifo
11121340,CISTERNA,JARA,NATALIA,INVEST. RESPONSABLE,"linguistica,literatu",Univ. De Chile,4.337,2012,INICIACION,Natalia Cisterna Jara
11121346,CORDERO,VEGA,RODRIGO,INVEST. RESPONSABLE,sociologia cs i,Univ. Diego Portales,4.72,2012,INICIACION,Rodrigo Cordero Vega
11121353,MANDIOLA,COTRONEO,MARCELA,INVEST. RESPONSABLE,sociologia cs i,Univ. Alberto Hurtado,4.48,2012,INICIACION,Marcela Mandiola Cotroneo
11121354,FUENZALIDA,DIAZ,MANUEL,INVEST. RESPONSABLE,geografia y urbanism,Univ. Alberto Hurtado,4.323,2012,INICIACION,Manuel Fuenzalida Diaz
11121357,AYDIN,,UMUT,INVEST. RESPONSABLE,cs. juridicas y pol.,Pont. Univ. Catolica De Chile,3.895,2012,INICIACION,Umut Aydin 
11121358,FAUNDEZ,CACERES,MARIO,INVEST. RESPONSABLE,biologia 3,Pont. Univ. Catolica De Chile,3.707,2012,INICIACION,Mario Faundez Caceres
11121361,DE TEZANOS PINTO,CORREA,PABLO,INVEST. RESPONSABLE,sicologia,Pont. Univ. Catolica De Chile,3.985,2012,INICIACION,Pablo De Tezanos Pinto Correa
11121363,RENGIFO,STREETER,MARIA,INVEST. RESPONSABLE,historia,Univ. Adolfo Ibanez,4.195,2012,INICIACION,Maria Rengifo Streeter
11121365,ARTACHO,VARGAS,JESSICA,INVEST. RESPONSABLE,biologia 1,Univ. Austral De Chile,4.86,2012,INICIACION,Jessica Artacho Vargas
11121381,COVARRUBIAS,CUEVAS,IGNACIO,INVEST. RESPONSABLE,cs. juridicas y pol.,Univ. Del Desarrollo,4.117,2012,INICIACION,Ignacio Covarrubias Cuevas
11121387,BLANCO,HERRERA,MARIA,INVEST. RESPONSABLE,biologia 3,Univ. Andres Bello,4.023,2012,INICIACION,Maria Blanco Herrera
11121389,HAMILTON-WEST,MIRANDA,CHRISTOPHER,INVEST. RESPONSABLE,salud prod anim,Univ. De Chile,4.65,2012,INICIACION,Christopher Hamilton-West Miranda
11121390,MORALES SILVA,MORALES SILVA,SUSANA,INVEST. RESPONSABLE,sicologia,Pont. Univ. Catolica De Chile,4.337,2012,INICIACION,Susana Morales Silva Morales Silva
11121391,REYES,JEDLICKI,MARCELA,INVEST. RESPONSABLE,medicina g2-g3,Univ. De Chile,4.08,2012,INICIACION,Marcela Reyes Jedlicki
11121392,VALENZUELA,ROEDIGER,LORETO,INVEST. RESPONSABLE,ingenieria 3,Pont. Univ. Catolica De Chile,3.69,2012,INICIACION,Loreto Valenzuela Roediger
11121395,MARIN,CAMPUSANO,BEATRIZ,INVEST. RESPONSABLE,ingenieria 2,Univ. Diego Portales,3.967,2012,INICIACION,Beatriz Marin Campusano
11121396,MENESES,ARAYA,CLAUDIO,INVEST. RESPONSABLE,agronomia,Univ. Andres Bello,4.487,2012,INICIACION,Claudio Meneses Araya
11121397,MELLADO,MARTIN,PAULA,INVEST. RESPONSABLE,fisica teorica y exp,Univ. Adolfo Ibanez,4.383,2012,INICIACION,Paula Mellado Martin
11121403,ARIAS,REYES,PAOLA,INVEST. RESPONSABLE,"astron.,cosmol.y par",Univ. De Santiago De Chile,4.35,2012,INICIACION,Paola Arias Reyes
11121405,REYES,ANDREANI,MARIA,INVEST. RESPONSABLE,sicologia,Univ. De Chile,4.14,2012,INICIACION,Maria Reyes Andreani
11121407,MEZA,PARDO,MARISA,INVEST. RESPONSABLE,educacion,Pont. Univ. Catolica De Chile,3.933,2012,INICIACION,Marisa Meza Pardo
11121411,ACEVEDO,ACEVEDO,MONICA,INVEST. RESPONSABLE,biologia 3,Univ. De Chile,3.653,2012,INICIACION,Monica Acevedo Acevedo
11121418,RECABARREN,GAJARDO,GONZALO,INVEST. RESPONSABLE,quimica 2,Pont. Univ. Catolica De Chile,4.177,2012,INICIACION,Gonzalo Recabarren Gajardo
11121429,VIVES,VERGARA,ALEJANDRA,INVEST. RESPONSABLE,medicina g2-g3,Pont. Univ. Catolica De Chile,4.15,2012,INICIACION,Alejandra Vives Vergara
11121431,FRANCO,MELAZZINI,WENDY,INVEST. RESPONSABLE,ingenieria 3,Pont. Univ. Catolica De Chile,4.13,2012,INICIACION,Wendy Franco Melazzini
11121434,GOIC,FIGUEROA,MARCEL,INVEST. RESPONSABLE,cs. econom/admi,Univ. De Chile,3.675,2012,INICIACION,Marcel Goic Figueroa
11121449,REYES,JARA,ANGELICA,INVEST. RESPONSABLE,biologia 3,Univ. De Chile,3.917,2012,INICIACION,Angelica Reyes Jara
11121451,BUSTOS,GALLARDO,BEATRIZ,INVEST. RESPONSABLE,geografia y urbanism,Univ. De Chile,3.827,2012,INICIACION,Beatriz Bustos Gallardo
11121452,BUSTAMANTE,SANCHEZ,MARCELA,INVEST. RESPONSABLE,agronomia,Univ. De Concepcion,3.58,2012,INICIACION,Marcela Bustamante Sanchez
11121453,CORONEL,SOTO,ALVARO,INVEST. RESPONSABLE,matematicas,Univ. Andres Bello,4.685,2012,INICIACION,Alvaro Coronel Soto
11121455,BAIGORROTEGUI,BAIGORROTEGUI,GLORIA,INVEST. RESPONSABLE,sociologia cs i,Univ. De Santiago De Chile,3.57,2012,INICIACION,Gloria Baigorrotegui Baigorrotegui
11121460,VILLARROEL,QUINTANA,CLAUDIO,INVEST. RESPONSABLE,medicina g1,Univ. De Chile,4.253,2012,INICIACION,Claudio Villarroel Quintana
11121467,TADICH,GALLO,TAMARA,INVEST. RESPONSABLE,salud prod anim,Univ. De Chile,4.443,2012,INICIACION,Tamara Tadich Gallo
11121475,DUJOVNE,HELMAN,DIEGO,INVEST. RESPONSABLE,ingenieria 2,Univ. Diego Portales,3.675,2012,INICIACION,Diego Dujovne Helman
11121477,FUENTES,ARCE,LUIS,INVEST. RESPONSABLE,geografia y urbanism,Pont. Univ. Catolica De Chile,4.067,2012,INICIACION,Luis Fuentes Arce
11121478,SAUMA,MAHALUF,DANIELA,INVEST. RESPONSABLE,biologia 2,Univ. De Chile,3.99,2012,INICIACION,Daniela Sauma Mahaluf
11121481,OYARZUN,AMPUERO,FELIPE,INVEST. RESPONSABLE,quimica 1,Univ. De Chile,3.8,2012,INICIACION,Felipe Oyarzun Ampuero
11121483,MIRANDA,MONTECINOS,ALEJANDRO,INVEST. RESPONSABLE,cs. juridicas y pol.,Univ. De Los Andes,4.08,2012,INICIACION,Alejandro Miranda Montecinos
11121496,DE LA TAILLE-TRETINV,URRUTIA,ALEXANDRINE,INVEST. RESPONSABLE,historia,Univ. De Los Andes,4.047,2012,INICIACION,Alexandrine De La Taille-Tretinv Urrutia
11121497,CATALAN,MARTINA,DIEGO,INVEST. RESPONSABLE,biologia 2,Univ. De Chile,4.0,2012,INICIACION,Diego Catalan Martina
11121506,FUENTES,ARAVENA,JUAN,INVEST. RESPONSABLE,biologia 3,Univ. Andres Bello,3.85,2012,INICIACION,Juan Fuentes Aravena
11121510,ALISTE,PRIETO,JOSE,INVEST. RESPONSABLE,matematicas,Univ. Andres Bello,4.51,2012,INICIACION,Jose Aliste Prieto
11121511,POBLETE,LABRA,BARBARA,INVEST. RESPONSABLE,ingenieria 2,Univ. De Chile,4.153,2012,INICIACION,Barbara Poblete Labra
11121512,CASTAÑEDA,NAVARRETE,PABLO,INVEST. RESPONSABLE,cs. econom/admi,Univ. Adolfo Ibanez,3.665,2012,INICIACION,Pablo Castañeda Navarrete
11121515,LEDGER,HERMOSILLA,THOMAS,INVEST. RESPONSABLE,biologia 3,Univ. Adolfo Ibanez,4.317,2012,INICIACION,Thomas Ledger Hermosilla
11121518,MILLAN,GIOVANETTI,CAROLA,INVEST. RESPONSABLE,biologia 3,Univ. Adolfo Ibanez,3.86,2012,INICIACION,Carola Millan Giovanetti
11121527,BELTRAN,MUÑOZ,CAROLL,INVEST. RESPONSABLE,medicina g1,Univ. De Chile,3.907,2012,INICIACION,Caroll Beltran Muñoz
11121528,DONOSO,PINTO,CATALINA,INVEST. RESPONSABLE,"linguistica,literatu",Univ. De Chile,4.127,2012,INICIACION,Catalina Donoso Pinto
11121529,AGUILAR,MARTORELL,GERMAN,INVEST. RESPONSABLE,cs. de la tierra,Univ. De Chile,3.827,2012,INICIACION,German Aguilar Martorell
11121535,CHAMORRO,GINE,MARCELA,INVEST. RESPONSABLE,ingenieria 1,Pont. Univ. Catolica De Chile,3.89,2012,INICIACION,Marcela Chamorro Gine
11121536,TAPIA,FAUNDES,LORENA,INVEST. RESPONSABLE,medicina g2-g3,Univ. De Chile,4.06,2012,INICIACION,Lorena Tapia Faundes
11121538,IMILAN,OJEDA,WALTER,INVEST. RESPONSABLE,antrop. y arque,Univ. De Chile,4.163,2012,INICIACION,Walter Imilan Ojeda
11121539,BAEZA,CARVALLO,ANA,INVEST. RESPONSABLE,"linguistica,literatu",Univ. De Chile,4.315,2012,INICIACION,Ana Baeza Carvallo
11121541,GAETE,OLIVARES,JORGE,INVEST. RESPONSABLE,medicina g2-g3,Univ. De Los Andes,3.83,2012,INICIACION,Jorge Gaete Olivares
11121543,FLORES,AQUEVEQUE,VALENTINA,INVEST. RESPONSABLE,cs. de la tierra,Univ. De Chile,3.825,2012,INICIACION,Valentina Flores Aqueveque
11121544,RIVEROS,FERNANDEZ,JOSE,INVEST. RESPONSABLE,salud prod anim,Pont. Univ. Catolica De Chile,4.09,2012,INICIACION,Jose Riveros Fernandez
11121548,CHAR,AUBRY,CIELO,INVEST. RESPONSABLE,ingenieria 3,Univ. De Chile,4.045,2012,INICIACION,Cielo Char Aubry
11121553,DIAZ,ALARCON,ANDRES,INVEST. RESPONSABLE,ingenieria 1,Univ. Diego Portales,3.45,2012,INICIACION,Andres Diaz Alarcon
11121554,TREFAULT,CARRILLO,NICOLE,INVEST. RESPONSABLE,biologia 3,Univ. Mayor,3.873,2012,INICIACION,Nicole Trefault Carrillo
11121556,ARROYUELO,BILLIARDI,DIEGO,INVEST. RESPONSABLE,ingenieria 2,Univ. Tecnica Federico Santa Maria,4.027,2012,INICIACION,Diego Arroyuelo Billiardi
11121579,SCHERSON,VICENCIO,ROSA,INVEST. RESPONSABLE,biologia 1,Univ. De Chile,4.145,2012,INICIACION,Rosa Scherson Vicencio
11121581,HUBE,GINESTAR,MATIAS,INVEST. RESPONSABLE,ingenieria 1,Pont. Univ. Catolica De Chile,3.737,2012,INICIACION,Matias Hube Ginestar
11121586,MANSUY,HUERTA,DANIEL,INVEST. RESPONSABLE,filosofia,Univ. De Los Andes,3.93,2012,INICIACION,Daniel Mansuy Huerta
11121592,MINGO,DEL RIO,SANTIAGO,INVEST. RESPONSABLE,cs. econom/admi,Univ. Adolfo Ibanez,3.635,2012,INICIACION,Santiago Mingo Del Rio
11121601,LOBOS,YAÑEZ,CLAUDIO,INVEST. RESPONSABLE,ingenieria 2,Univ. Tecnica Federico Santa Maria,4.375,2012,INICIACION,Claudio Lobos Yañez
11121606,MURA,MARDONES,JOAQUIN,INVEST. RESPONSABLE,cs. de la tierra,Pont. Univ. Catolica De Valparaiso,4.155,2012,INICIACION,Joaquin Mura Mardones
11121619,REDEL,HEMBERGER,YONATHAN,INVEST. RESPONSABLE,agronomia,Univ. De La Frontera,4.187,2012,INICIACION,Yonathan Redel Hemberger
11121620,CORREA,ALLAMAND,JUAN,INVEST. RESPONSABLE,cs. econom/admi,Univ. Andres Bello,3.685,2012,INICIACION,Juan Correa Allamand
11121621,VELOSO,ESPINOSA,FELIPE,INVEST. RESPONSABLE,fisica teorica y exp,Pont. Univ. Catolica De Chile,4.375,2012,INICIACION,Felipe Veloso Espinosa
11121630,RAMOS,MOORE,ESTEBAN,INVEST. RESPONSABLE,ingenieria 1,Pont. Univ. Catolica De Chile,3.817,2012,INICIACION,Esteban Ramos Moore
11121633,CAMBIASO,HARB,MAURO,INVEST. RESPONSABLE,"astron.,cosmol.y par",Univ. Andres Bello,3.85,2012,INICIACION,Mauro Cambiaso Harb
11121635,TRUJILLO,MANDIOLA,ALEXANDER,INVEST. RESPONSABLE,quimica 2,Univ. Andres Bello,4.113,2012,INICIACION,Alexander Trujillo Mandiola
11121636,MEZA,MARIN,LEONARDO,INVEST. RESPONSABLE,artes y arquitectura,Pont. Univ. Catolica De Chile,4.023,2012,INICIACION,Leonardo Meza Marin
11121637,MARTINEZ,NAHUEL,VANIA,INVEST. RESPONSABLE,sicologia,Univ. De Chile,4.51,2012,INICIACION,Vania Martinez Nahuel
11121655,ESTEVEZ,MONTERO,CLAUDIO,INVEST. RESPONSABLE,ingenieria 2,Univ. De Chile,3.825,2012,INICIACION,Claudio Estevez Montero
11121663,WACYK,GONZALEZ,JURIJ,INVEST. RESPONSABLE,salud prod anim,Univ. De Chile,3.607,2012,INICIACION,Jurij Wacyk Gonzalez
11121666,VERDUGO,SALGADO,RICARDO,INVEST. RESPONSABLE,medicina g2-g3,Univ. De Chile,4.72,2012,INICIACION,Ricardo Verdugo Salgado
11121669,GUENEAU DE MUSSY,ROA,LUIS,INVEST. RESPONSABLE,historia,Univ. Finis Terrae,4.137,2012,INICIACION,Luis Gueneau De Mussy Roa
11121671,LUCERO,ALVAREZ,YALDA,INVEST. RESPONSABLE,medicina g2-g3,Univ. De Chile,4.5,2012,INICIACION,Yalda Lucero Alvarez
11121672,IGLESIAS,ALAMOS,VERONICA,INVEST. RESPONSABLE,medicina g2-g3,Univ. De Chile,4.325,2012,INICIACION,Veronica Iglesias Alamos
11130001,GODOY,ORELLANA,WASHINGTON,INVEST. RESPONSABLE,historia,Univ. Academia De Humanismo Cristiano,4.383,2013,INICIACION,Washington Godoy Orellana
11130002,ESPINOZA,ARAYA,CLAUDIO,INVEST. RESPONSABLE,antrop. y arque,Univ. Academia De Humanismo Cristiano,4.213,2013,INICIACION,Claudio Espinoza Araya
11130005,GODOY,RAMOS,CARMEN,INVEST. RESPONSABLE,sociologia cs i,Univ. Academia De Humanismo Cristiano,3.953,2013,INICIACION,Carmen Godoy Ramos
11130010,RUBIO,MANRIQUEZ,MANUEL,INVEST. RESPONSABLE,"linguistica,literatu",Univ. Academia De Humanismo Cristiano,4.187,2013,INICIACION,Manuel Rubio Manriquez
11130026,BAEZ,URBINA,FRANCISCO,INVEST. RESPONSABLE,sociologia cs i,Univ. De Playa Ancha Cs. Educacion,3.837,2013,INICIACION,Francisco Baez Urbina
11130041,PEREZ,EWERT,JANET,INVEST. RESPONSABLE,sicologia,Univ. Del Desarrollo,4.055,2013,INICIACION,Janet Perez Ewert
11130042,CABIESES,VALDES,BALTICA,INVEST. RESPONSABLE,medicina g2-g3,Univ. Del Desarrollo,4.3,2013,INICIACION,Baltica Cabieses Valdes
11130055,VILLALON,DINAMARCA,JORGE,INVEST. RESPONSABLE,educacion,Univ. Adolfo Ibanez,4.113,2013,INICIACION,Jorge Villalon Dinamarca
11130056,PAGNONCELLI,KULNIG,BERNARDO,INVEST. RESPONSABLE,ingenieria 2,Univ. Adolfo Ibanez,4.233,2013,INICIACION,Bernardo Pagnoncelli Kulnig
11130058,VALDES,,MARIA,INVEST. RESPONSABLE,cs. econom/admi,Univ. Adolfo Ibanez,3.907,2013,INICIACION,Maria Valdes 
11130061,MELO,CARRASCO,DIEGO,INVEST. RESPONSABLE,historia,Univ. Adolfo Ibanez,4.883,2013,INICIACION,Diego Melo Carrasco
11130067,RECABARREN,BAHAMONDES,MATIAS,INVEST. RESPONSABLE,ingenieria 2,Univ. De Los Andes,3.81,2013,INICIACION,Matias Recabarren Bahamondes
11130072,EDWARDS,YANEZ,JOSE,INVEST. RESPONSABLE,sociologia cs i,Univ. Adolfo Ibanez,4.105,2013,INICIACION,Jose Edwards Yanez
11130073,SERTSIOS,BELMAR,GIORGO,INVEST. RESPONSABLE,cs. econom/admi,Univ. De Los Andes,4.605,2013,INICIACION,Giorgo Sertsios Belmar
11130075,CONCHA,SALDIAS,ANDRES,INVEST. RESPONSABLE,fisica teorica y exp,Univ. Adolfo Ibanez,4.545,2013,INICIACION,Andres Concha Saldias
11130078,BICOCCA,GINO,RODOLFO,INVEST. RESPONSABLE,filosofia,Univ. De Los Andes,4.51,2013,INICIACION,Rodolfo Bicocca Gino
11130082,ARANEDA,VALENZUELA,OSCAR,INVEST. RESPONSABLE,medicina g2-g3,Univ. De Los Andes,4.453,2013,INICIACION,Oscar Araneda Valenzuela
